RefLink,CarName,Price,Depreciation,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Type of Vehicle,Reg Date,Transmission,OMV,ARF,Power,No of Owners
https://www.sgcarmart.com/used_cars/info.php?ID=1081489&DL=2178,Volvo V40 T4 R-Design,"$115,800","$14,120 /yr
View models with similar depre","17,000 km (6.3k /yr)","$1,176 /yr","$44,075 as of today (change)","$34,000","1,969 cc","1,454 kg",Hatchback,"08-Jul-2019
(7yrs 3mths 13days COE left)",Auto,"$24,074","$25,704",140.0 kW (187 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070886&DL=1000,Land Rover Range Rover Sport Diesel 3.0A 7-Seater,"$188,888","$27,100 /yr
View models with similar depre","133,000 km (24.6k /yr)","$3,376 /yr","$115,977 as of today (change)","$56,956","2,993 cc","2,183 kg",SUV,"28-Oct-2016
(4yrs 7mths 3days COE left)",Auto,"$86,985","$128,573",225.0 kW (301 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1082885&DL=2927,Volvo XC60 T5 Momentum,"$170,000","$22,680 /yr
View models with similar depre","58,000 km (16.5k /yr)","$1,176 /yr","$54,933 as of today (change)","$32,311","1,969 cc","1,841 kg",SUV,"20-Sep-2018
(6yrs 5mths 26days COE left)",Auto,"$38,070","$45,298",187.0 kW (250 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080087&DL=3597,Toyota Voxy 2.0A X (COE till 09/2028),"$68,888","$10,580 /yr","176,000 km (13k /yr)","$1,674 /yr","$21,727 as of today (change)","$33,377","1,986 cc","1,560 kg",MPV,"25-Sep-2008
(6yrs 6mths  COE left)",Auto,"$22,387","$22,387",105.0 kW (140 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1079487&DL=1152,Audi A3 Sedan 1.4A TFSI CoD S-tronic,"$100,800","$13,290 /yr
View models with similar depre","96,775 km (28.8k /yr)",$624 /yr,"$40,187 as of today (change)","$32,302","1,395 cc","1,320 kg",Luxury Sedan,"13-Nov-2018
(6yrs 7mths 19days COE left)",Auto,"$23,548","$24,968",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080794&DL=1163,Mazda 3 1.5A Sunroof,"$52,800","$10,630 /yr
View models with similar depre","73,000 km (13.1k /yr)",$682 /yr,"$31,523 as of today (change)","$53,334","1,496 cc","1,321 kg",Mid-Sized Sedan,"31-Aug-2016
(4yrs 5mths 6days COE left)",Auto,"$16,217","$11,217",88.0 kW (118 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1063581&DL=1242,Mercedes-Benz S-Class S300L Sunroof (COE till 03/2029),"$76,800","$10,930 /yr","133,000 km (10.2k /yr)","$3,097 /yr","$23,194 as of today (change)","$33,018","2,997 cc","1,850 kg",Luxury Sedan,"02-Apr-2009
(7yrs 7days COE left)",Auto,"$82,966","$82,966",170.0 kW (227 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1082459&DL=3911,Honda Shuttle 1.5A G Honda Sensing,"$79,800","$10,600 /yr
View models with similar depre",N.A.,$682 /yr,"$25,968 as of today (change)","$26,309","1,496 cc","1,130 kg",Stationwagon,"16-Apr-2019
(7yrs 22days COE left)",Auto,"$19,838","$9,838",97.0 kW (130 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1067699&DL=3797,Suzuki Swift 1.2A XG (COE till 12/2023),"$14,888","$8,580 /yr","125,000 km (9.4k /yr)",$748 /yr,"$4,782 as of today (change)","$13,786","1,242 cc","1,000 kg",Hatchback,"18-Dec-2008
(1yr 8mths 23days COE left)",Auto,"$10,352","$10,352",90.0 kW (120 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1072795&DL=3518,Suzuki Vitara 1.6A GLX,"$67,800","$11,290 /yr
View models with similar depre","99,000 km (21.8k /yr)",$736 /yr,"$32,738 as of today (change)","$42,900","1,586 cc","1,160 kg",SUV,"06-Sep-2017
(5yrs 5mths 12days COE left)",Auto,"$17,449","$12,449",88.0 kW (118 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1077934&DL=2339,Mercedes-Benz AMG GT S,"$608,800","$60,040 /yr
View models with similar depre","9,980 km (4.7k /yr)","$3,922 /yr","$231,394 as of today (change)","$37,109","3,982 cc","1,665 kg",Sports Car,"13-Feb-2020
(7yrs 10mths 19days COE left)",Auto,"$165,254","$269,458",384.0 kW (514 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1016288&DL=2759,Volkswagen Passat R36 (COE till 03/2029),"$69,800","$10,010 /yr","95,000 km (7.3k /yr)","$4,316 /yr","$23,022 as of today (change)","$33,018","3,597 cc","1,689 kg",Luxury Sedan,"13-Mar-2009
(6yrs 11mths 16days COE left)",Auto,"$47,041","$47,041",220.0 kW (295 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1024055&DL=1020,Mercedes-Benz S-Class S300L (COE till 05/2027),"$68,800","$13,260 /yr",N.A.,"$3,573 /yr","$27,238 as of today (change)","$52,491","2,997 cc","1,850 kg",Luxury Sedan,"26-Jun-2007
(5yrs 2mths 7days COE left)",Auto,"$81,510","$89,661",170.0 kW (227 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1070752&DL=1000,Mercedes-Benz E-Class E300 Coupe AMG Line Premium Plus,"$246,888","$30,720 /yr
View models with similar depre","41,000 km (11.5k /yr)","$1,202 /yr","$94,406 as of today (change)","$32,429","1,991 cc","1,685 kg",Sports Car,"31-Aug-2018
(6yrs 5mths 6days COE left)",Auto,"$70,013","$98,024",180.0 kW (241 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1081318&DL=1000,Porsche Cayman S 3.4A PDK (COE till 04/2031),"$199,888","$21,950 /yr","133,000 km (12.3k /yr)","$3,375 /yr","$43,090 as of today (change)","$47,316","3,436 cc","1,450 kg",Sports Car,"03-Jun-2011
(9yrs 1mth 6days COE left)",Auto,"$86,327","$86,327",235.0 kW (315 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1082920&DL=2051,Mercedes-Benz GLE-Class GLE450 Mild Hybrid AMG Line 4MATIC,"$325,000","$34,900 /yr
View models with similar depre","67,000 km (27.3k /yr)","$2,384 /yr","$119,414 as of today (change)","$36,001","2,999 cc","2,220 kg",SUV,"10-Oct-2019
(7yrs 6mths 15days COE left)",Auto,"$83,874","$122,974",286.0 kW (383 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1082895&DL=3597,Honda Vezel 1.5A X,"$66,088","$11,830 /yr
View models with similar depre","86,192 km (17.1k /yr)",$682 /yr,"$34,931 as of today (change)","$49,430","1,496 cc","1,190 kg",SUV,"09-Mar-2017
(4yrs 11mths 12days COE left)",Auto,"$23,489","$14,885",96.0 kW (128 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1079560&DL=3133,Mazda 6 2.0A,"$98,000","$12,830 /yr
View models with similar depre","35,800 km (11.5k /yr)","$1,210 /yr","$38,019 as of today (change)","$34,509","1,998 cc","1,515 kg",Luxury Sedan,"14-Feb-2019
(6yrs 10mths 20days COE left)",Auto,"$18,950","$18,950",121.0 kW (162 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1073051&DL=2080,Toyota Rav4 2.0A Premium,"$113,800","$13,810 /yr
View models with similar depre",N.A.,"$1,198 /yr","$48,895 as of today (change)","$33,989","1,987 cc","1,530 kg",SUV,"05-Apr-2019
(7yrs 11days COE left)",Auto,"$29,506","$33,309",127.0 kW (170 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1046448&DL=3214,BMW 2 Series 218i Active Tourer,"$56,800","$16,030 /yr
View models with similar depre","149,030 km (21.1k /yr)",$684 /yr,"$31,332 as of today (change)","$67,901","1,499 cc","1,360 kg",Hatchback,"27-Feb-2015
(2yrs 11mths 2days COE left)",Auto,"$26,859","$19,603",100.0 kW (134 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1074551&DL=4115,BMW 3 Series 328i Luxury (New 10-yr COE),"$118,800","$11,870 /yr","129,300 km (13.2k /yr)","$1,210 /yr",N.A.,N.A.,"1,997 cc","1,455 kg",Luxury Sedan,"13-Jun-2012
(10yrs  COE left)",Auto,"$42,982","$42,982",180.0 kW (241 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=970258&DL=3133,Lexus GS450h Hybrid (COE till 01/2030),"$84,000","$10,750 /yr","153,000 km (12.5k /yr)","$4,030 /yr","$30,824 as of today (change)","$39,463","3,456 cc","1,860 kg",Luxury Sedan,"13-Jan-2010
(7yrs 9mths 19days COE left)",Auto,"$67,214","$40,329",218.0 kW (292 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1054592&DL=2984,BMW 1 Series 116i (New 10-yr COE),"$85,800","$8,570 /yr","129,000 km (13.2k /yr)",$742 /yr,N.A.,N.A.,"1,598 cc","1,310 kg",Hatchback,"27-Jun-2012
(10yrs  COE left)",Auto,"$26,995","$26,995",100.0 kW (134 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1067059&DL=2311,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,"$81,700","$12,840 /yr
View models with similar depre","109,000 km (25.4k /yr)",$738 /yr,"$45,221 as of today (change)","$57,414","1,591 cc","1,594 kg",SUV,"11-Dec-2017
(5yrs 8mths 16days COE left)",Auto,"$16,524","$16,524",130.0 kW (174 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1077175&DL=2626,BMW 7 Series 740Li Sunroof,"$168,800","$27,540 /yr
View models with similar depre","59,000 km (9.8k /yr)","$2,384 /yr","$95,342 as of today (change)","$48,002","2,998 cc","1,770 kg",Luxury Sedan,"23-Mar-2016
(3yrs 11mths 26days COE left)",Auto,"$80,796","$117,433",240.0 kW (321 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1074356&DL=1079,Nissan Qashqai 1.2A DIG-T Premium,"$53,800","$11,670 /yr
View models with similar depre","64,100 km (10.7k /yr)",$508 /yr,"$27,831 as of today (change)","$45,000","1,197 cc","1,285 kg",SUV,"28-Mar-2016
(4yrs 3days COE left)",Auto,"$18,974","$13,974",85.0 kW (113 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1075495&DL=3723,BMW 5 Series 523i Highline (COE till 08/2030),"$85,500","$10,170 /yr","132,000 km (11.4k /yr)","$2,155 /yr","$27,666 as of today (change)","$32,914","2,497 cc","1,650 kg",Luxury Sedan,"18-Aug-2010
(8yrs 4mths 24days COE left)",Auto,"$43,943","$43,943",150.0 kW (201 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1057493&DL=3867,Mercedes-Benz S-Class S450L,"$378,000","$38,680 /yr
View models with similar depre","25,000 km (11.4k /yr)","$2,382 /yr","$141,755 as of today (change)","$36,000","2,996 cc","1,955 kg",Luxury Sedan,"13-Jan-2020
(7yrs 9mths 19days COE left)",Auto,"$99,730","$151,514",270.0 kW (362 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1065957&DL=1344,Audi A7 Sportback 3.0A TFSI Quattro (COE till 10/2031),"$153,800","$16,000 /yr","129,000 km (13.1k /yr)","$2,380 /yr","$58,229 as of today (change)","$60,586","2,995 cc","1,785 kg",Luxury Sedan,"31-May-2012
(9yrs 7mths 7days COE left)",Auto,"$75,879","$75,879",220.0 kW (295 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1073481&DL=3464,Mitsubishi Lancer EX 1.6A Sports,"$56,800","$10,400 /yr
View models with similar depre",N.A.,$738 /yr,"$33,241 as of today (change)","$49,751","1,590 cc","1,284 kg",Mid-Sized Sedan,"20-Jan-2017
(4yrs 9mths 26days COE left)",Auto,"$13,178","$13,178",86.0 kW (115 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1081585&DL=4027,Lexus IS250 (COE till 09/2030),"$75,888","$8,900 /yr","123,110 km (11.3k /yr)","$1,980 /yr","$29,786 as of today (change)","$34,935","2,500 cc","1,625 kg",Luxury Sedan,"29-Apr-2011
(8yrs 6mths 6days COE left)",Auto,"$38,280","$38,280",153.0 kW (205 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1058995&DL=2689,BMW 4 Series 428i Coupe M-Sport Sunroof,"$91,777","$24,350 /yr
View models with similar depre","130,000 km (16.7k /yr)","$1,210 /yr","$60,231 as of today (change)","$67,304","1,997 cc","1,545 kg",Sports Car,"12-Jun-2014
(2yrs 2mths 18days COE left)",Auto,"$60,273","$75,492",180.0 kW (241 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1015700&DL=2245,Toyota Corolla Altis 1.6A Classic,"$57,300","$11,580 /yr
View models with similar depre","60,850 km (10.4k /yr)",$742 /yr,"$32,311 as of today (change)","$47,300","1,598 cc","1,205 kg",Mid-Sized Sedan,"25-May-2016
(4yrs 2mths  COE left)",Auto,"$17,982","$17,982",90.0 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1081646&DL=3271,Mazda 3 1.5A,"$47,800","$12,200 /yr
View models with similar depre",N.A.,$682 /yr,"$26,252 as of today (change)","$56,209","1,496 cc","1,321 kg",Mid-Sized Sedan,"25-Sep-2015
(3yrs 6mths  COE left)",Auto,"$15,062","$10,062",88.0 kW (118 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1074772&DL=2849,Mercedes-Benz S-Class S350L CGI AMG Sunroof,"$66,200",N.A.,"53,300 km (5.4k /yr)","$3,164 /yr","$50,448 as of today (change)","$91,000","3,498 cc","1,975 kg",Luxury Sedan,"18-May-2012
(1mth 23days COE left)",Auto,"$98,204","$98,204",225.0 kW (301 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1065969&DL=3283,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$190,800","$19,840 /yr
View models with similar depre","31,000 km (20.2k /yr)",$586 /yr,"$63,934 as of today (change)","$38,110","1,332 cc","1,610 kg",SUV,"11-Sep-2020
(8yrs 5mths 17days COE left)",Auto,"$38,157","$45,420",120.0 kW (160 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1024123&DL=3777,Toyota Royal Crown 3.0A (New 10-yr COE),"$129,800","$12,970 /yr","135,088 km (13.9k /yr)","$2,380 /yr",N.A.,N.A.,"2,995 cc","1,605 kg",Luxury Sedan,"29-Jun-2012
(10yrs  COE left)",Auto,"$56,461","$56,461",170.0 kW (227 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1079610&DL=2678,Porsche Boxster S 3.4A PDK,"$139,800","$44,780 /yr
View models with similar depre","49,000 km (5.9k /yr)","$3,068 /yr","$80,790 as of today (change)","$75,700","3,436 cc","1,425 kg",Sports Car,"24-Dec-2013
(1yr 8mths 29days COE left)",Auto,"$83,775","$122,795",232.0 kW (311 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1072271&DL=2834,Honda Civic Type R 2.0M (COE till 09/2028),"$145,888","$22,350 /yr",N.A.,"$1,694 /yr","$21,782 as of today (change)","$33,377","1,998 cc","1,270 kg",Sports Car,"08-Oct-2008
(6yrs 6mths 6days COE left)",Manual,"$27,371","$27,371",165.0 kW (221 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1082854&DL=2245,Kia Cerato Forte 1.6A,"$69,800","$10,430 /yr
View models with similar depre",N.A.,$738 /yr,"$32,215 as of today (change)","$38,510","1,591 cc","1,295 kg",Mid-Sized Sedan,"15-May-2018
(6yrs 1mth 20days COE left)",Auto,"$11,400","$11,400",95.3 kW (127 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1077334&DL=3350,Land Rover Defender 110 2.0A 6-Seater SE,"$313,988","$30,410 /yr
View models with similar depre","14,500 km","$1,210 /yr","$93,313 as of today (change)","$47,001","1,997 cc","2,284 kg",SUV,"15-Apr-2021
(9yrs 21days COE left)",Auto,"$58,163","$76,694",221.0 kW (296 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1077538&DL=3177,Audi R8 5.2A FSI Quattro R-tronic (COE till 06/2031),"$278,000","$29,980 /yr","48,000 km (4.5k /yr)","$6,417 /yr","$50,016 as of today (change)","$53,932","5,204 cc","1,625 kg",Sports Car,"15-Jul-2011
(9yrs 3mths 6days COE left)",Auto,"$194,258","$194,258",386.0 kW (517 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1028472&DL=3959,Nissan Latio 1.5A (COE till 02/2029),"$42,500","$6,150 /yr","155,000 km (11.8k /yr)",$958 /yr,"$17,783 as of today (change)","$25,727","1,498 cc","1,110 kg",Mid-Sized Sedan,"19-Feb-2009
(6yrs 10mths 25days COE left)",Auto,"$18,697","$2,717",80.0 kW (107 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1080847&DL=1001,BMW 1 Series 116i,"$32,800","$14,980 /yr
View models with similar depre","97,918 km (11.6k /yr)",$742 /yr,"$22,203 as of today (change)","$76,223","1,598 cc","1,310 kg",Hatchback,"18-Oct-2013
(1yr 6mths 23days COE left)",Auto,"$26,179","$18,651",100.0 kW (134 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1073618&DL=3137,BMW X1 sDrive20i,"$47,800","$20,880 /yr
View models with similar depre",N.A.,"$1,210 /yr","$30,924 as of today (change)","$86,239","1,997 cc","1,510 kg",SUV,"27-Sep-2013
(1yr 6mths 2days COE left)",Auto,"$32,540","$32,556",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1075763&DL=3626,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,"$59,800","$13,750 /yr
View models with similar depre","90,000 km (14k /yr)",$624 /yr,"$34,048 as of today (change)","$57,301","1,395 cc","1,310 kg",Luxury Sedan,"28-Oct-2015
(3yrs 7mths 3days COE left)",Auto,"$27,621","$20,670",92.0 kW (123 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1074876&DL=3662,Mercedes-Benz C-Class C200 Sport,"$128,800","$20,310 /yr
View models with similar depre","62,000 km (12.8k /yr)","$1,202 /yr","$63,953 as of today (change)","$54,616","1,991 cc","1,465 kg",Luxury Sedan,"23-May-2017
(5yrs 1mth 28days COE left)",Auto,"$43,426","$47,797",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1081261&DL=3665,Volvo V40 Cross Country T4 Sunroof,"$92,300","$14,630 /yr
View models with similar depre","97,000 km (20.8k /yr)","$1,176 /yr","$49,660 as of today (change)","$53,001","1,969 cc","1,470 kg",Hatchback,"24-Jul-2017
(5yrs 3mths 29days COE left)",Auto,"$26,083","$28,517",140.0 kW (187 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1064324&DL=3194,Kia Cerato Forte 1.6A SX (COE till 02/2030),"$53,800","$6,780 /yr","117,000 km (9.7k /yr)",$886 /yr,"$26,231 as of today (change)","$33,038","1,591 cc","1,251 kg",Mid-Sized Sedan,"01-Mar-2010
(7yrs 11mths 4days COE left)",Auto,"$14,485","$14,485",92.7 kW (124 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1081780&DL=1240,Honda Odyssey 2.4A EX-S 8-Seater,"$79,800","$15,520 /yr
View models with similar depre","80,668 km (13.8k /yr)","$1,630 /yr","$40,770 as of today (change)","$47,000","2,356 cc","1,769 kg",MPV,"24-May-2016
(4yrs 1mth 29days COE left)",Auto,"$27,331","$30,264",129.0 kW (172 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1035766&DL=2296,Volkswagen Touran 1.4A TSI Comfortline Sunroof,"$117,800","$13,240 /yr
View models with similar depre","10,000 km (4.8k /yr)",$624 /yr,"$45,122 as of today (change)","$32,889","1,395 cc","1,288 kg",MPV,"28-Feb-2020
(7yrs 11mths 3days COE left)",Auto,"$23,827","$25,358",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1062830&DL=1188,Toyota Camry 2.5A,"$63,800","$12,960 /yr
View models with similar depre",N.A.,"$1,792 /yr","$42,004 as of today (change)","$58,801","2,494 cc","1,475 kg",Luxury Sedan,"08-Dec-2015
(3yrs 8mths 13days COE left)",Auto,"$28,170","$31,438",133.0 kW (178 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1001941&DL=3175,Toyota Sienta 1.5A Standard,"$81,000","$10,100 /yr
View models with similar depre","33,000 km (11.6k /yr)",$682 /yr,"$33,980 as of today (change)","$29,159","1,496 cc","1,325 kg",MPV,"17-May-2019
(7yrs 1mth 22days COE left)",Auto,"$17,506","$17,506",79.0 kW (105 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1071315&DL=4149,Hyundai Avante 1.6A (COE till 12/2024),"$21,888","$8,010 /yr","115,000 km (9.4k /yr)",$959 /yr,"$8,726 as of today (change)","$15,988","1,591 cc","1,264 kg",Mid-Sized Sedan,"15-Dec-2009
(2yrs 8mths 20days COE left)",Auto,"$11,237","$11,237",89.7 kW (120 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1074738&DL=2025,Mercedes-Benz C-Class C180 Avantgarde,"$103,888","$18,980 /yr
View models with similar depre","45,777 km (8.3k /yr)",$740 /yr,"$51,915 as of today (change)","$57,903","1,595 cc","1,425 kg",Luxury Sedan,"23-Sep-2016
(4yrs 5mths 29days COE left)",Auto,"$35,663","$36,929",115.0 kW (154 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1074451&DL=3898,Honda Civic 1.6A VTi,"$64,300","$12,030 /yr
View models with similar depre","78,000 km (14.3k /yr)",$742 /yr,"$38,693 as of today (change)","$55,200","1,597 cc","1,249 kg",Mid-Sized Sedan,"04-Oct-2016
(4yrs 6mths 9days COE left)",Auto,"$19,541","$19,541",92.0 kW (123 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1040162&DL=4064,BMW 3 Series 325i Convertible (COE till 06/2031),"$99,800","$10,760 /yr","90,000 km (8.6k /yr)","$1,976 /yr","$50,016 as of today (change)","$53,932","2,497 cc","1,685 kg",Sports Car,"29-Sep-2011
(9yrs 3mths 6days COE left)",Auto,"$50,435","$50,435",160.0 kW (214 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1067770&DL=2541,Lexus GS250 Luxury (New 10-yr COE),"$128,800","$12,870 /yr","187,000 km (19.4k /yr)","$1,800 /yr",N.A.,N.A.,"2,500 cc","1,640 kg",Luxury Sedan,"02-Aug-2012
(10yrs  COE left)",Auto,"$60,908","$60,908",154.0 kW (206 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1063271&DL=2870,Toyota Estima 3.5A Aeras (COE till 03/2030),"$79,988","$9,970 /yr",N.A.,"$3,720 /yr","$28,420 as of today (change)","$35,416","3,456 cc","1,860 kg",MPV,"17-May-2010
(8yrs 7days COE left)",Auto,"$42,074","$42,074",206.0 kW (276 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1072458&DL=3701,Hyundai Elantra 1.6A GLS S,"$66,800","$10,660 /yr
View models with similar depre","25,000 km (5.8k /yr)",$738 /yr,"$32,736 as of today (change)","$41,617","1,591 cc","1,345 kg",Mid-Sized Sedan,"07-Dec-2017
(5yrs 8mths 12days COE left)",Auto,"$11,981","$11,981",93.8 kW (125 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1026326&DL=3175,Audi A7 Sportback 3.0A TFSI Quattro (New 10-yr COE),"$158,800","$15,870 /yr","130,000 km (12.5k /yr)","$2,618 /yr",N.A.,N.A.,"2,995 cc","1,860 kg",Luxury Sedan,"21-Oct-2011
(10yrs  COE left)",Auto,"$65,530","$65,530",220.0 kW (295 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1048091&DL=1238,Toyota Allion 1.5A (COE till 01/2029),"$51,800","$7,580 /yr","148,000 km (11.2k /yr)",$955 /yr,"$17,805 as of today (change)","$26,047","1,496 cc","1,200 kg",Mid-Sized Sedan,"22-Jan-2009
(6yrs 9mths 28days COE left)",Auto,"$18,607","$18,607",81.0 kW (108 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1072681&DL=3875,BMW 4 Series 428i Gran Coupe M-Sport Sunroof,"$105,500","$24,100 /yr
View models with similar depre","110,000 km (15.9k /yr)","$1,210 /yr","$64,562 as of today (change)","$78,001","1,997 cc","2,090 kg",Luxury Sedan,"24-Apr-2015
(3yrs 30days COE left)",Auto,"$52,948","$62,307",180.0 kW (241 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1082515&DL=1213,Hyundai Avante 1.6A Elite Sunroof,"$108,800","$11,620 /yr
View models with similar depre","20,094 km",$742 /yr,"$46,607 as of today (change)","$45,600","1,598 cc","1,280 kg",Mid-Sized Sedan,"15-Apr-2021
(9yrs 21days COE left)",Auto,"$21,457","$7,040",90.2 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1078997&DL=3137,Maserati Quattroporte 4.2A (COE till 10/2031),"$152,800","$15,900 /yr","51,000 km (4.9k /yr)","$4,765 /yr","$58,229 as of today (change)","$60,586","4,244 cc","1,990 kg",Luxury Sedan,"23-Nov-2011
(9yrs 7mths 7days COE left)",Auto,"$105,561","$105,561",295.0 kW (395 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1076451&DL=2015,Volvo S60 T2,"$81,800","$12,390 /yr
View models with similar depre","52,700 km (12.2k /yr)",$684 /yr,"$40,652 as of today (change)","$41,617","1,498 cc","1,558 kg",Luxury Sedan,"30-Nov-2017
(5yrs 8mths 5days COE left)",Auto,"$25,458","$22,642",90.0 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1082173&DL=3987,Honda Vezel 1.5A X,"$82,800","$11,010 /yr
View models with similar depre","48,233 km (15.3k /yr)",$682 /yr,"$28,638 as of today (change)","$25,920","1,496 cc","1,190 kg",SUV,"31-Jan-2019
(6yrs 10mths 6days COE left)",Auto,"$23,196","$14,475",96.0 kW (128 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1059918&DL=3980,Mercedes-Benz E-Class E200,"$57,777","$22,390 /yr
View models with similar depre","89,120 km (10.5k /yr)","$1,202 /yr","$37,777 as of today (change)","$77,100","1,991 cc","1,655 kg",Luxury Sedan,"02-Oct-2013
(1yr 6mths 7days COE left)",Auto,"$43,094","$47,332",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1073073&DL=3381,BMW 5 Series 520i XL (COE till 12/2024),"$31,800","$11,470 /yr","152,000 km (12.4k /yr)","$1,570 /yr","$10,900 as of today (change)","$19,657","1,995 cc","1,490 kg",Luxury Sedan,"31-Dec-2009
(2yrs 9mths 6days COE left)",Auto,"$43,340","$43,340",115.0 kW (154 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1065036&DL=1232,Nissan Qashqai 1.2A DIG-T,"$48,800","$11,750 /yr
View models with similar depre","128,155 km (20k /yr)",$508 /yr,"$28,787 as of today (change)","$56,001","1,197 cc","1,285 kg",SUV,"23-Oct-2015
(3yrs 6mths 28days COE left)",Auto,"$18,413","$13,413",85.0 kW (113 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1029940&DL=2601,Toyota Corolla Fielder 1.5A X,"$55,800","$10,990 /yr
View models with similar depre","92,827 km (17.9k /yr)",$682 /yr,"$27,265 as of today (change)","$50,010","1,496 cc","1,140 kg",Stationwagon,"11-Jan-2017
(4yrs 9mths 17days COE left)",Auto,"$16,044","$6,044",80.0 kW (107 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1006903&DL=2456,Hyundai Veloster 1.6A Turbo (New 10-yr COE),"$85,500","$8,540 /yr","96,800 km (10.5k /yr)",$738 /yr,N.A.,N.A.,"1,591 cc","1,353 kg",Hatchback,"21-Dec-2012
(10yrs  COE left)",Auto,"$17,126","$17,126",137.0 kW (183 bhp),3
