RefLink,CarName,Price,Depreciation,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Type of Vehicle,Reg Date,Transmission,OMV,ARF,Power,No of Owners
https://www.sgcarmart.com/used_cars/info.php?ID=1082773&DL=1127,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$128,800","$19,860 /yr
View models with similar depre","64,100 km (13k /yr)","$1,212 /yr","$69,561 as of today (change)","$54,405","1,999 cc","1,841 kg",SUV,"21-Apr-2017
(5yrs 27days COE left)",Auto,"$45,658","$55,922",177.0 kW (237 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1072141&DL=2783,Kia Stonic 1.0T SX Sunroof,"$84,999","$10,190 /yr
View models with similar depre","45,000 km (21.5k /yr)",$392 /yr,"$34,510 as of today (change)","$35,320",998 cc,"1,185 kg",SUV,"20-Feb-2020
(7yrs 10mths 26days COE left)",Auto,"$18,739","$8,739",88.3 kW (118 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1080664&DL=3175,Suzuki Swift Sport 1.6A (COE till 07/2023),"$14,000","$10,410 /yr","175,000 km (12.8k /yr)","$1,030 /yr","$5,000 as of today (change)","$18,583","1,586 cc","1,100 kg",Hatchback,"29-Jul-2008
(1yr 4mths 4days COE left)",Auto,"$13,479","$11,256",92.0 kW (123 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1066609&DL=4112,Subaru Impreza 4D 1.5A R (COE till 12/2028),"$43,800","$6,480 /yr","160,000 km (12.1k /yr)",$958 /yr,"$18,620 as of today (change)","$27,571","1,498 cc","1,325 kg",Mid-Sized Sedan,"23-Dec-2008
(6yrs 8mths 28days COE left)",Auto,"$13,863","$13,863",79.0 kW (105 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1076003&DL=2880,Toyota Estima 2.4A 8-Seater (COE till 03/2028),"$54,900","$9,180 /yr","158,380 km (11.3k /yr)","$2,293 /yr","$26,925 as of today (change)","$44,998","2,362 cc",N.A.,MPV,"17-Mar-2008
(5yrs 11mths 21days COE left)",Auto,"$35,086","$24,561",125.0 kW (167 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1080113&DL=1047,Subaru Forester 2.0i-L Sunroof,"$89,800","$12,280 /yr
View models with similar depre","66,121 km (20.4k /yr)","$1,208 /yr","$31,049 as of today (change)","$31,001","1,995 cc","1,591 kg",SUV,"27-Dec-2018
(6yrs 9mths 2days COE left)",Auto,"$13,438","$13,438",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1059249&DL=1000,Porsche 911 Carrera Coupe 3.0A PDK,"$548,000","$55,550 /yr
View models with similar depre","13,888 km (6.8k /yr)","$2,364 /yr","$189,774 as of today (change)","$39,700","2,981 cc","1,580 kg",Sports Car,"11-Mar-2020
(7yrs 11mths 14days COE left)",Auto,"$132,700","$210,860",283.0 kW (379 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1047045&DL=3464,Honda Stream 1.8A RSZ Sunroof (COE till 03/2029),"$67,800","$9,650 /yr",N.A.,"$1,271 /yr","$23,194 as of today (change)","$33,018","1,799 cc","1,385 kg",MPV,"11-Apr-2009
(7yrs 7days COE left)",Auto,"$27,560","$27,560",103.0 kW (138 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1077484&DL=3534,Mercedes-Benz A-Class A180 Progressive,"$158,888","$20,060 /yr
View models with similar depre","17,000 km (5.8k /yr)",$586 /yr,"$50,275 as of today (change)","$35,403","1,332 cc","1,365 kg",Hatchback,"23-Apr-2019
(7yrs 29days COE left)",Auto,"$29,706","$33,589",100.0 kW (134 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1075607&DL=2642,Mitsubishi Outlander 2.0A,"$143,800","$13,860 /yr
View models with similar depre",100 km,"$1,210 /yr","$66,591 as of today (change)","$61,112","1,998 cc","1,480 kg",SUV,"10-Sep-2021
(9yrs 5mths 16days COE left)",Auto,"$23,614","$25,060",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1074293&DL=3580,Maserati GranTurismo 4.2A (New 10-yr COE),"$210,800","$21,060 /yr","90,000 km (9.2k /yr)","$4,332 /yr",N.A.,N.A.,"4,244 cc","1,880 kg",Sports Car,"06-Jun-2012
(10yrs  COE left)",Auto,"$100,282","$100,282",298.0 kW (399 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1026739&DL=1000,BMW 6 Series 640i Gran Coupe Sunroof,"$115,800","$25,040 /yr
View models with similar depre","74,000 km (9.4k /yr)","$2,362 /yr","$89,962 as of today (change)","$70,002","2,979 cc","1,750 kg",Luxury Sedan,"09-May-2014
(2yrs 1mth 14days COE left)",Auto,"$85,073","$125,132",235.0 kW (315 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1080947&DL=3662,BMW 4 Series 428i Gran Coupe Sunroof,"$135,500","$36,490 /yr
View models with similar depre","88,000 km (12.6k /yr)","$1,210 /yr","$53,797 as of today (change)","$67,639","1,997 cc","1,530 kg",Luxury Sedan,"27-Mar-2015
(3yrs 2days COE left)",Auto,"$46,043","$51,461",180.0 kW (241 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1062021&DL=3122,Honda Shuttle 1.5A G,"$53,888","$9,600 /yr
View models with similar depre",N.A.,$682 /yr,"$32,828 as of today (change)","$51,106","1,496 cc","1,130 kg",Stationwagon,"25-May-2017
(5yrs 2mths  COE left)",Auto,"$18,542","$8,542",97.0 kW (130 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1032908&DL=2795,Hyundai Elantra 1.6A Elite (New 5-yr COE),"$40,800","$8,160 /yr","117,500 km (11.2k /yr)",$812 /yr,N.A.,N.A.,"1,591 cc","1,267 kg",Mid-Sized Sedan,"28-Sep-2011
(5yrs  COE left)",Auto,"$13,886","$13,886",95.6 kW (128 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1074007&DL=2050,Volkswagen Golf Cabriolet 1.4A TSI (New 10-yr COE),"$87,800","$8,770 /yr","62,000 km (6.5k /yr)",$620 /yr,N.A.,N.A.,"1,390 cc","1,503 kg",Sports Car,"20-Sep-2012
(10yrs  COE left)",Auto,"$35,442","$35,442",118.0 kW (158 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1029944&DL=2976,Toyota Avanza 1.5A,"$51,800","$11,270 /yr
View models with similar depre","78,489 km (12.7k /yr)",$682 /yr,"$32,204 as of today (change)","$54,301","1,495 cc","1,105 kg",MPV,"13-Jan-2016
(3yrs 9mths 19days COE left)",Auto,"$17,730","$17,730",74.0 kW (99 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1081445&DL=2572,Porsche Macan 2.0A PDK,"$318,800","$31,140 /yr
View models with similar depre","15,800 km (14.7k /yr)","$1,194 /yr","$102,320 as of today (change)","$46,002","1,984 cc","1,795 kg",SUV,"24-Feb-2021
(8yrs 10mths 30days COE left)",Auto,"$60,932","$81,678",185.0 kW (248 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1017394&DL=3722,Honda Jazz 1.5A RS,"$56,800","$11,530 /yr
View models with similar depre","97,351 km (17.4k /yr)",$684 /yr,"$32,766 as of today (change)","$55,200","1,498 cc","1,046 kg",Hatchback,"17-Aug-2016
(4yrs 4mths 23days COE left)",Auto,"$17,112","$12,112",96.0 kW (128 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1075484&DL=1073,Honda Civic 1.6A VTi,"$95,800","$11,950 /yr
View models with similar depre","42,000 km (14.9k /yr)",$742 /yr,"$33,420 as of today (change)","$25,689","1,597 cc","1,237 kg",Mid-Sized Sedan,"29-May-2019
(7yrs 2mths 4days COE left)",Auto,"$19,955","$19,955",92.0 kW (123 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1065072&DL=3723,Mercedes-Benz B-Class B180 (COE till 08/2030),"$69,800","$8,350 /yr","122,000 km (10.5k /yr)","$1,032 /yr","$27,522 as of today (change)","$32,914","1,699 cc","1,285 kg",Hatchback,"02-Aug-2010
(8yrs 4mths 8days COE left)",Auto,"$29,005","$29,005",85.0 kW (113 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1077759&DL=3028,Honda Fit 1.3A G (COE till 04/2028),"$50,000","$8,210 /yr",N.A.,$826 /yr,"$23,532 as of today (change)","$38,655","1,339 cc","1,010 kg",Hatchback,"24-Apr-2008
(6yrs 30days COE left)",Auto,"$13,048","$14,353",73.0 kW (97 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1077455&DL=4065,BMW M Series M135i 3DR (New 10-yr COE),"$160,888","$16,080 /yr","162,000 km (17.5k /yr)","$2,362 /yr",N.A.,N.A.,"2,979 cc","1,440 kg",Sports Car,"20-Dec-2012
(10yrs  COE left)",Auto,"$37,255","$37,255",235.0 kW (315 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=977911&DL=3034,Mercedes-Benz E-Class E200 Edition E Sunroof,"$110,000","$20,090 /yr
View models with similar depre","68,375 km (11.1k /yr)","$1,202 /yr","$65,652 as of today (change)","$60,001","1,991 cc","1,655 kg",Luxury Sedan,"26-Jan-2016
(3yrs 10mths 1day COE left)",Auto,"$51,956","$65,521",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1076165&DL=1399,Toyota Wish 1.8A Elegance,"$58,888","$13,400 /yr
View models with similar depre","85,621 km (13.5k /yr)",$976 /yr,"$33,953 as of today (change)","$57,501","1,798 cc","1,360 kg",MPV,"16-Nov-2015
(3yrs 7mths 22days COE left)",Auto,"$19,953","$19,953",105.0 kW (140 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1022393&DL=2726,BMW 4 Series 420i Gran Coupe Sport,"$119,800","$19,770 /yr
View models with similar depre","31,000 km (6.1k /yr)","$1,210 /yr","$57,402 as of today (change)","$53,106","1,998 cc","1,615 kg",Luxury Sedan,"27-Feb-2017
(4yrs 11mths 2days COE left)",Auto,"$41,135","$44,589",135.0 kW (181 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1060217&DL=4068,Porsche Macan 2.0A PDK,"$228,800","$32,210 /yr
View models with similar depre",N.A.,"$1,194 /yr","$95,679 as of today (change)","$53,711","1,984 cc","1,845 kg",SUV,"28-Dec-2017
(5yrs 9mths 3days COE left)",Auto,"$63,495","$86,291",185.0 kW (248 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1079068&DL=2245,Porsche Cayenne 3.6A Tip Sunroof (COE till 09/2031),"$167,888","$17,620 /yr","150,116 km (14.4k /yr)","$3,654 /yr","$55,369 as of today (change)","$58,124","3,598 cc","2,105 kg",SUV,"11-Oct-2011
(9yrs 6mths 6days COE left)",Auto,"$84,184","$84,184",220.0 kW (295 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1050631&DL=4133,BMW 5 Series 523i (COE till 04/2027),"$46,800","$9,190 /yr",N.A.,"$2,694 /yr","$26,474 as of today (change)","$52,008","2,497 cc","1,565 kg",Luxury Sedan,"26-Apr-2007
(5yrs 1mth 1day COE left)",Auto,"$51,093","$56,203",130.0 kW (174 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1013756&DL=2759,Hyundai Santa Fe 2.4A Sunroof,"$56,600","$18,210 /yr
View models with similar depre","53,000 km (6.9k /yr)","$1,634 /yr","$31,673 as of today (change)","$65,700","2,359 cc","1,874 kg",SUV,"05-Aug-2014
(2yrs 4mths 11days COE left)",Auto,"$24,906","$26,869",141.0 kW (189 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1075621&DL=4115,Toyota Vellfire 2.5A Z A-Edition,"$118,800","$19,310 /yr
View models with similar depre","65,000 km (13.5k /yr)","$1,792 /yr","$56,798 as of today (change)","$55,000","2,493 cc","1,960 kg",MPV,"26-May-2017
(5yrs 2mths 1day COE left)",Auto,"$32,764","$37,870",134.0 kW (179 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1040478&DL=4064,Lamborghini Aventador LP700-4 (New 10-yr COE),"$693,800","$69,320 /yr","14,500 km (1.6k /yr)","$7,856 /yr",N.A.,N.A.,"6,498 cc","1,690 kg",Sports Car,"28-Nov-2012
(10yrs  COE left)",Auto,"$374,189","$374,189",515.0 kW (690 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1076337&DL=4077,Mitsubishi Evolution 10 GSR (COE till 09/2028),"$175,896","$27,010 /yr","109,000 km (8.1k /yr)","$1,694 /yr","$21,736 as of today (change)","$33,377","1,998 cc","1,520 kg",Sports Car,"26-Sep-2008
(6yrs 6mths 1day COE left)",Manual,"$29,946","$29,946",206.0 kW (276 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1071876&DL=3892,Toyota Alphard 2.5A S C-Package Moonroof,"$259,988","$23,020 /yr
View models with similar depre",68 km,"$1,792 /yr","$133,666 as of today (change)","$86,102","2,493 cc",N.A.,MPV,"11-Feb-2022
(9yrs 10mths 17days COE left)",Auto,"$51,487","$64,677",134.0 kW  (179 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1073236&DL=3179,Toyota Vellfire 2.5A X,"$93,800","$18,150 /yr
View models with similar depre","102,000 km (17.4k /yr)","$1,792 /yr","$42,321 as of today (change)","$38,610","2,493 cc","1,940 kg",MPV,"10-May-2016
(4yrs 1mth 15days COE left)",Auto,"$32,632","$37,685",134.0 kW (179 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1073118&DL=1368,BMW X3 sDrive20i,"$163,800","$20,520 /yr
View models with similar depre","116,000 km (35.8k /yr)","$1,210 /yr","$58,457 as of today (change)","$31,809","1,998 cc","1,660 kg",SUV,"27-Dec-2018
(6yrs 9mths 2days COE left)",Auto,"$41,424","$49,994",135.0 kW (181 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1051622&DL=1016,Honda Stream 1.8A (COE till 11/2027),"$54,800","$9,710 /yr","123,000 km (8.6k /yr)","$1,467 /yr","$28,300 as of today (change)","$50,168","1,799 cc","1,350 kg",MPV,"13-Nov-2007
(5yrs 7mths 19days COE left)",Auto,"$18,308","$20,139",103.0 kW (138 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1068471&DL=2927,Mercedes-Benz GLA-Class GLA200 AMG Line Premium,"$178,888","$17,660 /yr
View models with similar depre","11,800 km (10.4k /yr)",$586 /yr,"$73,407 as of today (change)","$45,012","1,332 cc","1,485 kg",SUV,"01-Feb-2021
(8yrs 10mths 7days COE left)",Auto,"$37,631","$44,684",120.0 kW (160 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1061751&DL=1000,BMW 1 Series 120i Cabriolet (COE till 09/2028),"$75,000","$11,610 /yr","116,130 km (8.6k /yr)","$1,691 /yr","$21,544 as of today (change)","$33,377","1,995 cc","1,460 kg",Sports Car,"05-Sep-2008
(6yrs 5mths 11days COE left)",Auto,"$46,586","$46,586",115.0 kW (154 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1044300&DL=2690,MINI Cooper S Clubman 2.0A,"$120,800","$17,760 /yr
View models with similar depre","30,154 km (6.9k /yr)","$1,210 /yr","$58,845 as of today (change)","$52,000","1,998 cc","1,390 kg",Sports Car,"17-Nov-2017
(5yrs 7mths 23days COE left)",Auto,"$34,879","$40,831",141.0 kW (189 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1076051&DL=1385,Ford Focus Wagon 1.6A (COE till 02/2027),"$45,800","$9,280 /yr",N.A.,$742 /yr,"$27,978 as of today (change)","$28,335","1,596 cc","1,340 kg",Stationwagon,"08-Mar-2012
(4yrs 11mths 4days COE left)",Auto,"$14,664","$14,664",92.0 kW (123 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1079367&DL=3707,Volkswagen Jetta Sport 1.4A TSI,"$23,800","$18,100 /yr
View models with similar depre","182,526 km (19.5k /yr)",$620 /yr,"$12,296 as of today (change)",N.A.,"1,390 cc","1,417 kg",Mid-Sized Sedan,"12-Nov-2012
(7mths 18days COE left)",Auto,"$24,591","$24,591",118.0 kW (158 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1071989&DL=3049,Kia Soul 1.6A (COE till 03/2026),"$37,500","$9,320 /yr","105,300 km (9.6k /yr)",$812 /yr,"$16,650 as of today (change)","$20,699","1,591 cc","1,287 kg",Hatchback,"13-Apr-2011
(4yrs 7days COE left)",Auto,"$14,466","$14,466",92.7 kW (124 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1078775&DL=3914,Honda Shuttle 1.5A G Honda Sensing,"$92,800","$9,870 /yr
View models with similar depre",N.A.,$682 /yr,"$47,675 as of today (change)","$48,002","1,496 cc","1,130 kg",Stationwagon,"17-May-2021
(9yrs 1mth 22days COE left)",Auto,"$18,900","$5,000",95.0 kW (127 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080611&DL=3597,Mazda 2 1.5A Deluxe (OPC),"$54,888","$8,320 /yr
View models with similar depre","43,339 km (11.3k /yr)",$182 /yr,"$18,445 as of today (change)","$21,510","1,496 cc","1,102 kg",Mid-Sized Sedan,"28-May-2018
(6yrs 2mths 3days COE left)",Auto,"$16,867","$6,867",85.0 kW (113 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1061549&DL=3049,Lexus ES250 Executive Sunroof,"$183,800","$17,980 /yr
View models with similar depre","33,000 km (29.2k /yr)","$1,784 /yr","$77,857 as of today (change)","$46,790","2,487 cc","1,620 kg",Luxury Sedan,"05-Feb-2021
(8yrs 10mths 11days COE left)",Auto,"$40,319","$48,447",152.0 kW (203 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1076164&DL=3550,Mercedes-Benz C-Class C250 Coupe (COE till 05/2031),"$102,888","$11,190 /yr","115,000 km (11k /yr)","$1,071 /yr","$45,698 as of today (change)","$49,716","1,796 cc","1,550 kg",Sports Car,"05-Oct-2011
(9yrs 2mths 7days COE left)",Auto,"$48,879","$48,879",150.0 kW (201 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1077908&DL=4147,Audi A4 2.0A TFSI S-tronic,"$131,000","$15,720 /yr
View models with similar depre","75,000 km (25.7k /yr)","$1,194 /yr","$63,425 as of today (change)","$48,000","1,984 cc","1,480 kg",Luxury Sedan,"24-Apr-2019
(7yrs 30days COE left)",Auto,"$33,718","$39,206",140.0 kW (187 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1069810&DL=2303,Audi Q3 1.4A TFSI S-Tronic,"$169,800","$16,660 /yr
View models with similar depre","9,800 km",$624 /yr,"$78,678 as of today (change)","$61,112","1,395 cc","1,545 kg",SUV,"30-Jun-2021
(9yrs 3mths 5days COE left)",Auto,"$27,597","$30,636",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080427&DL=3777,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$195,800","$19,670 /yr
View models with similar depre","35,288 km (29.5k /yr)",$586 /yr,"$73,457 as of today (change)","$45,012","1,332 cc","1,610 kg",SUV,"12-Jan-2021
(8yrs 9mths 18days COE left)",Auto,"$37,913","$45,079",120.0 kW (160 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1067919&DL=2029,Honda Fit 1.3A G F-Package,"$95,800","$9,860 /yr
View models with similar depre",N.A.,$578 /yr,"$46,525 as of today (change)","$45,189","1,317 cc","1,030 kg",Hatchback,"09-Sep-2021
(9yrs 5mths 15days COE left)",Auto,"$16,342","$5,000",73.0 kW (97 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1018288&DL=1061,Toyota Wish 1.8A Elegance,"$72,800","$11,960 /yr
View models with similar depre","73,000 km (15.4k /yr)",$976 /yr,"$42,788 as of today (change)","$53,001","1,798 cc","1,355 kg",MPV,"23-Jun-2017
(5yrs 2mths 29days COE left)",Auto,"$19,955","$19,955",105.0 kW (140 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1034891&DL=4042,Hyundai Avante 1.6A (COE till 03/2024),"$15,500","$7,830 /yr",N.A.,$959 /yr,"$5,049 as of today (change)","$12,763","1,591 cc","1,264 kg",Mid-Sized Sedan,"16-Mar-2009
(1yr 11mths 20days COE left)",Auto,"$11,943","$11,943",89.7 kW (120 bhp),6
https://www.sgcarmart.com/used_cars/info.php?ID=1062089&DL=2014,BMW X1 sDrive18i M-Sport,"$182,800","$16,220 /yr
View models with similar depre",35 km,$684 /yr,"$99,980 as of today (change)","$83,889","1,499 cc","1,435 kg",SUV,"29-Dec-2021
(9yrs 9mths 4days COE left)",Auto,"$40,515","$48,721",100.0 kW (134 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1069503&DL=1000,Volkswagen Golf R 3DR (COE till 06/2030),"$109,800","$13,300 /yr","175,500 km (14.9k /yr)","$1,433 /yr","$27,719 as of today (change)","$33,568","1,984 cc","1,466 kg",Sports Car,"25-Jun-2010
(8yrs 3mths  COE left)",Auto,"$36,556","$36,556",188.0 kW (252 bhp),6
https://www.sgcarmart.com/used_cars/info.php?ID=1079185&DL=3214,Volkswagen Jetta 1.4A TSI,"$31,800","$12,250 /yr
View models with similar depre",N.A.,$620 /yr,"$19,094 as of today (change)","$61,899","1,390 cc","1,417 kg",Mid-Sized Sedan,"20-Jun-2014
(2yrs 2mths 26days COE left)",Auto,"$18,703","$8,703",90.0 kW (120 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1066788&DL=1399,Kia Cerato Forte 1.6A EX (COE till 03/2024),"$19,888","$9,820 /yr",N.A.,$959 /yr,"$5,161 as of today (change)","$12,763","1,591 cc","1,251 kg",Mid-Sized Sedan,"11-Aug-2009
(2yrs 7days COE left)",Auto,"$11,315","$8,725",92.7 kW (124 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1082482&DL=1000,Audi A3 Sportback 1.0A TFSI S-tronic,"$90,800","$13,270 /yr
View models with similar depre","89,200 km (21.6k /yr)",$392 /yr,"$41,029 as of today (change)","$36,890",999 cc,"1,275 kg",Hatchback,"05-Feb-2018
(5yrs 10mths 11days COE left)",Auto,"$24,162","$25,827",85.0 kW (113 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1048727&DL=3759,Volkswagen Golf 1.4A TSI EQP Sunroof,"$79,800","$12,770 /yr
View models with similar depre","58,000 km (13.3k /yr)",$624 /yr,"$38,144 as of today (change)","$47,112","1,395 cc","1,249 kg",Hatchback,"14-Nov-2017
(5yrs 7mths 20days COE left)",Auto,"$23,861","$15,406",92.0 kW (123 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1081662&DL=1429,BMW 5 Series 523i (COE till 12/2030),"$89,888","$10,240 /yr","140,000 km (12.8k /yr)","$1,976 /yr","$35,739 as of today (change)","$40,714","2,497 cc","1,725 kg",Luxury Sedan,"15-Apr-2011
(8yrs 9mths 7days COE left)",Auto,"$48,310","$48,310",150.0 kW (201 bhp),6
https://www.sgcarmart.com/used_cars/info.php?ID=1082044&DL=3759,Honda Civic 1.8A VTi-S (COE till 12/2028),"$58,800","$8,770 /yr","141,000 km (10.6k /yr)","$1,369 /yr","$21,153 as of today (change)","$31,553","1,799 cc","1,219 kg",Mid-Sized Sedan,"05-Dec-2008
(6yrs 8mths 10days COE left)",Auto,"$24,242","$24,242",103.0 kW (138 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1034570&DL=2469,Mazda Biante 2.0A,"$60,800","$13,990 /yr
View models with similar depre","92,283 km (14.5k /yr)","$1,210 /yr","$33,601 as of today (change)","$57,501","1,998 cc","1,664 kg",MPV,"17-Nov-2015
(3yrs 7mths 23days COE left)",Auto,"$19,387","$19,387",111.0 kW (148 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070380&DL=3933,Porsche 911 Carrera Cabriolet 3.6A PDK (COE till 04/2030),"$258,868","$31,940 /yr","120,000 km (10.1k /yr)","$4,015 /yr","$27,204 as of today (change)","$33,568","3,614 cc","1,530 kg",Sports Car,"30-Apr-2010
(8yrs 1mth 5days COE left)",Auto,"$130,640","$130,640",254.0 kW (340 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1046579&DL=1238,Nissan Qashqai 1.2A DIG-T Premium,"$51,800","$11,960 /yr
View models with similar depre","83,000 km (13.3k /yr)",$508 /yr,"$30,347 as of today (change)","$57,301","1,197 cc","1,285 kg",SUV,"30-Dec-2015
(3yrs 9mths 5days COE left)",Auto,"$18,454","$13,454",85.0 kW (113 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1079801&DL=2010,Porsche 911 Carrera S Cabriolet 3.0A PDK,"$778,988","$64,940 /yr
View models with similar depre",652 km,"$2,364 /yr","$261,476 as of today (change)","$85,000","2,981 cc","1,660 kg",Sports Car,"11-Mar-2022
(9yrs 11mths 15days COE left)",Auto,"$161,746","$263,143",331.0 kW (443 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1064002&DL=3922,Mazda 6 2.0A V (COE till 04/2023),"$12,800","$12,530 /yr","139,000 km (9.9k /yr)","$1,697 /yr","$4,178 as of today (change)","$20,441","1,999 cc","1,449 kg",Luxury Sedan,"02-Apr-2008
(1yr 8days COE left)",Auto,"$22,133","$22,133",108.0 kW (144 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1078398&DL=3597,Mazda 6 2.0A Executive,"$79,888","$11,380 /yr
View models with similar depre","85,000 km (21.2k /yr)","$1,210 /yr","$41,440 as of today (change)","$39,903","1,998 cc","1,472 kg",Luxury Sedan,"20-Mar-2018
(5yrs 11mths 24days COE left)",Auto,"$22,436","$23,411",121.0 kW (162 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1021273&DL=3350,BMW 7 Series 730Li Sunroof,"$228,988","$27,090 /yr
View models with similar depre","71,000 km (18.5k /yr)","$1,210 /yr","$116,671 as of today (change)","$38,501","1,998 cc","1,720 kg",Luxury Sedan,"23-May-2018
(6yrs 1mth 28days COE left)",Auto,"$84,390","$123,902",190.0 kW (254 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=972991&DL=2759,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$63,800","$13,140 /yr
View models with similar depre","90,000 km (14.9k /yr)","$1,210 /yr","$36,988 as of today (change)","$55,089","1,997 cc","1,626 kg",SUV,"10-Mar-2016
(3yrs 11mths 13days COE left)",Auto,"$22,509","$23,513",106.0 kW (142 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1076980&DL=3996,Honda Vezel 1.5A X,"$48,500","$11,830 /yr
View models with similar depre","82,800 km (13.2k /yr)",$682 /yr,"$26,772 as of today (change)","$56,001","1,496 cc","1,190 kg",SUV,"08-Dec-2015
(3yrs 8mths 13days COE left)",Auto,"$19,227","$9,227",96.0 kW (128 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1082394&DL=2211,Mercedes-Benz E-Class E200 Coupe,"$65,800","$27,210 /yr
View models with similar depre","138,000 km (16.3k /yr)","$1,202 /yr","$38,170 as of today (change)","$77,100","1,991 cc","1,615 kg",Sports Car,"08-Oct-2013
(1yr 6mths 13days COE left)",Auto,"$43,440","$47,816",135.0 kW (181 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1054895&DL=1000,BMW 1 Series 116i Urban,"$24,300",N.A.,"126,000 km (13k /yr)",$742 /yr,"$15,036 as of today (change)","$59,421","1,598 cc","1,310 kg",Hatchback,"19-Jul-2012
(3mths 24days COE left)",Auto,"$26,295","$26,295",100.0 kW (134 bhp),5
