CarID,CarName,CarAge,Price,Depreciation,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Type of Vehicle,Reg Date,COE Expiry Date,COE Duration,Transmission,OMV,ARF,Power,No of Owners
1081489,Volvo V40 T4 R-Design,990,115800,14120,17000,1176,44075,34000,1969,1454,Hatchback,2019-07-08,2029-07-07,2662,Auto,24074,25704,140.0,1
1070886,Land Rover Range Rover Sport Diesel 3.0A 7-Seater,1973,188888,27100,133000,3376,115977,56956,2993,2183,SUV,2016-10-28,2026-10-27,1678,Auto,86985,128573,225.0,2
1082885,Volvo XC60 T5 Momentum,1281,170000,22680,58000,1176,54933,32311,1969,1841,SUV,2018-09-20,2028-09-19,2371,Auto,38070,45298,187.0,1
1080087,Toyota Voxy 2.0A X,4928,68888,10580,176000,1674,21727,33377,1986,1560,MPV,2008-09-25,2028-09-24,2376,Auto,22387,22387,105.0,4
1079487,Audi A3 Sedan 1.4A TFSI CoD S-tronic,1227,100800,13290,96775,624,40187,32302,1395,1320,Luxury Sedan,2018-11-13,2028-11-12,2425,Auto,23548,24968,110.0,1
1080794,Mazda 3 1.5A Sunroof,2031,52800,10630,73000,682,31523,53334,1496,1321,Mid-Sized Sedan,2016-08-31,2026-08-30,1620,Auto,16217,11217,88.0,1
1063581,Mercedes-Benz S-Class S300L Sunroof,4739,76800,10930,133000,3097,23194,33018,2997,1850,Luxury Sedan,2009-04-02,2029-03-31,2564,Auto,82966,82966,170.0,3
1067699,Suzuki Swift 1.2A XG,4844,14888,8580,125000,748,4782,13786,1242,1000,Hatchback,2008-12-18,2023-12-17,633,Auto,10352,10352,90.0,5
1072795,Suzuki Vitara 1.6A GLX,1660,67800,11290,99000,736,32738,42900,1586,1160,SUV,2017-09-06,2027-09-05,1991,Auto,17449,12449,88.0,1
1077934,Mercedes-Benz AMG GT S,770,608800,60040,9980,3922,231394,37109,3982,1665,Sports Car,2020-02-13,2030-02-12,2882,Auto,165254,269458,384.0,2
1016288,Volkswagen Passat R36,4759,69800,10010,95000,4316,23022,33018,3597,1689,Luxury Sedan,2009-03-13,2029-03-12,2545,Auto,47041,47041,220.0,4
1070752,Mercedes-Benz E-Class E300 Coupe AMG Line Premium Plus,1301,246888,30720,41000,1202,94406,32429,1991,1685,Sports Car,2018-08-31,2028-08-30,2351,Auto,70013,98024,180.0,2
1081318,Porsche Cayman S 3.4A PDK,3947,199888,21950,133000,3375,43090,47316,3436,1450,Sports Car,2011-06-03,2031-04-30,3324,Auto,86327,86327,235.0,5
1082920,Mercedes-Benz GLE-Class GLE450 Mild Hybrid AMG Line 4MATIC,896,325000,34900,67000,2384,119414,36001,2999,2220,SUV,2019-10-10,2029-10-09,2756,Auto,83874,122974,286.0,2
1082895,Honda Vezel 1.5A X,1841,66088,11830,86192,682,34931,49430,1496,1190,SUV,2017-03-09,2027-03-08,1810,Auto,23489,14885,96.0,1
1079560,Mazda 6 2.0A,1134,98000,12830,35800,1210,38019,34509,1998,1515,Luxury Sedan,2019-02-14,2029-02-13,2518,Auto,18950,18950,121.0,1
1046448,BMW 2 Series 218i Active Tourer,2582,56800,16030,149030,684,31332,67901,1499,1360,Hatchback,2015-02-27,2025-02-26,1070,Auto,26859,19603,100.0,3
970258,Lexus GS450h Hybrid,4453,84000,10750,153000,4030,30824,39463,3456,1860,Luxury Sedan,2010-01-13,2030-01-12,2851,Auto,67214,40329,218.0,4
1067059,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,1564,81700,12840,109000,738,45221,57414,1591,1594,SUV,2017-12-11,2027-12-10,2087,Auto,16524,16524,130.0,1
1077175,BMW 7 Series 740Li Sunroof,2192,168800,27540,59000,2384,95342,48002,2998,1770,Luxury Sedan,2016-03-23,2026-03-22,1459,Auto,80796,117433,240.0,3
1074356,Nissan Qashqai 1.2A DIG-T Premium,2187,53800,11670,64100,508,27831,45000,1197,1285,SUV,2016-03-28,2026-03-27,1464,Auto,18974,13974,85.0,1
1075495,BMW 5 Series 523i Highline,4236,85500,10170,132000,2155,27666,32914,2497,1650,Luxury Sedan,2010-08-18,2030-08-17,3068,Auto,43943,43943,150.0,4
1057493,Mercedes-Benz S-Class S450L,801,378000,38680,25000,2382,141755,36000,2996,1955,Luxury Sedan,2020-01-13,2030-01-12,2851,Auto,99730,151514,270.0,1
1065957,Audi A7 Sportback 3.0A TFSI Quattro,3584,153800,16000,129000,2380,58229,60586,2995,1785,Luxury Sedan,2012-05-31,2031-10-31,3508,Auto,75879,75879,220.0,3
1081585,Lexus IS250,3982,75888,8900,123110,1980,29786,34935,2500,1625,Luxury Sedan,2011-04-29,2030-09-30,3112,Auto,38280,38280,153.0,3
1058995,BMW 4 Series 428i Coupe M-Sport Sunroof,2842,91777,24350,130000,1210,60231,67304,1997,1545,Sports Car,2014-06-12,2024-06-11,810,Auto,60273,75492,180.0,2
1015700,Toyota Corolla Altis 1.6A Classic,2129,57300,11580,60850,742,32311,47300,1598,1205,Mid-Sized Sedan,2016-05-25,2026-05-24,1522,Auto,17982,17982,90.0,1
1065969,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,559,190800,19840,31000,586,63934,38110,1332,1610,SUV,2020-09-11,2030-09-10,3092,Auto,38157,45420,120.0,1
1079610,Porsche Boxster S 3.4A PDK,3012,139800,44780,49000,3068,80790,75700,3436,1425,Sports Car,2013-12-24,2023-12-23,639,Auto,83775,122795,232.0,3
1077334,Land Rover Defender 110 2.0A 6-Seater SE,343,313988,30410,14500,1210,93313,47001,1997,2284,SUV,2021-04-15,2031-04-14,3308,Auto,58163,76694,221.0,1
1077538,Audi R8 5.2A FSI Quattro R-tronic,3905,278000,29980,48000,6417,50016,53932,5204,1625,Sports Car,2011-07-15,2031-06-30,3385,Auto,194258,194258,386.0,3
1028472,Nissan Latio 1.5A,4781,42500,6150,155000,958,17783,25727,1498,1110,Mid-Sized Sedan,2009-02-19,2029-02-18,2523,Auto,18697,2717,80.0,5
1080847,BMW 1 Series 116i,3079,32800,14980,97918,742,22203,76223,1598,1310,Hatchback,2013-10-18,2023-10-17,572,Auto,26179,18651,100.0,3
1075763,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,2339,59800,13750,90000,624,34048,57301,1395,1310,Luxury Sedan,2015-10-28,2025-10-27,1313,Auto,27621,20670,92.0,2
1074876,Mercedes-Benz C-Class C200 Sport,1766,128800,20310,62000,1202,63953,54616,1991,1465,Luxury Sedan,2017-05-23,2027-05-22,1885,Auto,43426,47797,135.0,2
1081261,Volvo V40 Cross Country T4 Sunroof,1704,92300,14630,97000,1176,49660,53001,1969,1470,Hatchback,2017-07-24,2027-07-23,1947,Auto,26083,28517,140.0,1
1064324,Kia Cerato Forte 1.6A SX,4406,53800,6780,117000,886,26231,33038,1591,1251,Mid-Sized Sedan,2010-03-01,2030-02-28,2898,Auto,14485,14485,92.7,5
1081780,Honda Odyssey 2.4A EX-S 8-Seater,2130,79800,15520,80668,1630,40770,47000,2356,1769,MPV,2016-05-24,2026-05-23,1521,Auto,27331,30264,129.0,3
1035766,Volkswagen Touran 1.4A TSI Comfortline Sunroof,755,117800,13240,10000,624,45122,32889,1395,1288,MPV,2020-02-28,2030-02-27,2897,Auto,23827,25358,110.0,1
1001941,Toyota Sienta 1.5A Standard,1042,81000,10100,33000,682,33980,29159,1496,1325,MPV,2019-05-17,2029-05-16,2610,Auto,17506,17506,79.0,1
1071315,Hyundai Avante 1.6A,4482,21888,8010,115000,959,8726,15988,1591,1264,Mid-Sized Sedan,2009-12-15,2024-12-14,996,Auto,11237,11237,89.7,4
1074738,Mercedes-Benz C-Class C180 Avantgarde,2008,103888,18980,45777,740,51915,57903,1595,1425,Luxury Sedan,2016-09-23,2026-09-22,1643,Auto,35663,36929,115.0,2
1074451,Honda Civic 1.6A VTi,1997,64300,12030,78000,742,38693,55200,1597,1249,Mid-Sized Sedan,2016-10-04,2026-10-03,1654,Auto,19541,19541,92.0,3
1040162,BMW 3 Series 325i Convertible,3829,99800,10760,90000,1976,50016,53932,2497,1685,Sports Car,2011-09-29,2031-06-30,3385,Auto,50435,50435,160.0,3
1072458,Hyundai Elantra 1.6A GLS S,1568,66800,10660,25000,738,32736,41617,1591,1345,Mid-Sized Sedan,2017-12-07,2027-12-06,2083,Auto,11981,11981,93.8,1
1048091,Toyota Allion 1.5A,4809,51800,7580,148000,955,17805,26047,1496,1200,Mid-Sized Sedan,2009-01-22,2029-01-21,2495,Auto,18607,18607,81.0,2
1072681,BMW 4 Series 428i Gran Coupe M-Sport Sunroof,2526,105500,24100,110000,1210,64562,78001,1997,2090,Luxury Sedan,2015-04-24,2025-04-23,1126,Auto,52948,62307,180.0,4
1082515,Hyundai Avante 1.6A Elite Sunroof,343,108800,11620,20094,742,46607,45600,1598,1280,Mid-Sized Sedan,2021-04-15,2025-04-23,1126,Auto,21457,7040,90.2,1
1078997,Maserati Quattroporte 4.2A,3774,152800,15900,51000,4765,58229,60586,4244,1990,Luxury Sedan,2011-11-23,2031-10-31,3508,Auto,105561,105561,295.0,4
1076451,Volvo S60 T2,1575,81800,12390,52700,684,40652,41617,1498,1558,Luxury Sedan,2017-11-30,2027-11-29,2076,Auto,25458,22642,90.0,1
1082173,Honda Vezel 1.5A X,1148,82800,11010,48233,682,28638,25920,1496,1190,SUV,2019-01-31,2029-01-30,2504,Auto,23196,14475,96.0,2
1059918,Mercedes-Benz E-Class E200,3095,57777,22390,89120,1202,37777,77100,1991,1655,Luxury Sedan,2013-10-02,2023-10-01,556,Auto,43094,47332,135.0,2
1073073,BMW 5 Series 520i XL,4466,31800,11470,152000,1570,10900,19657,1995,1490,Luxury Sedan,2009-12-31,2024-12-30,1012,Auto,43340,43340,115.0,3
1065036,Nissan Qashqai 1.2A DIG-T,2344,48800,11750,128155,508,28787,56001,1197,1285,SUV,2015-10-23,2025-10-22,1308,Auto,18413,13413,85.0,2
1029940,Toyota Corolla Fielder 1.5A X,1898,55800,10990,92827,682,27265,50010,1496,1140,Stationwagon,2017-01-11,2027-01-10,1753,Auto,16044,6044,80.0,1
1066315,Nissan Qashqai 1.2A DIG-T,1728,63800,10810,84000,508,32737,42801,1197,1285,SUV,2017-06-30,2027-06-29,1923,Auto,18583,13583,85.0,1
980451,Mitsubishi Lancer 1.6M GLX,4592,55800,7760,121000,954,20055,27886,1584,1162,Mid-Sized Sedan,2009-08-27,2029-05-31,2625,Manual,11739,10275,79.0,5
1075040,Mazda 6 2.0A Executive,762,113800,12920,21942,1210,43351,32889,1998,1515,Luxury Sedan,2020-02-21,2030-02-20,2890,Auto,22200,23080,121.0,1
1071467,Jeep Renegade Limited 1.4A,1764,80888,12940,67479,608,49615,55414,1368,1395,SUV,2017-05-25,2027-05-24,1887,Auto,25682,27955,103.0,3
1061414,BMW X1 sDrive18i,1029,140800,16730,46600,684,65392,52502,1499,1430,SUV,2019-05-30,2029-05-29,2623,Auto,35142,41199,103.0,2
1006609,Citroen C4 Cactus 1.2A PureTech,1211,69800,9090,67812,508,30227,25000,1199,1050,SUV,2018-11-29,2028-11-28,2441,Auto,18010,18010,81.0,1
1075440,Porsche Cayenne 3.6A Tip,3781,138800,15240,112000,3654,43090,47316,3598,2105,SUV,2011-11-16,2031-04-30,3324,Auto,84782,84782,220.0,3
1057176,Subaru XV 1.6i-S,2176,58800,12660,86000,744,29080,45504,1600,1480,SUV,2016-04-08,2026-04-07,1475,Auto,15274,15274,84.0,2
1074746,Mercedes-Benz GLC-Class GLC200,1277,158800,20440,55000,1202,59799,32429,1991,1705,SUV,2018-09-24,2028-09-23,2375,Auto,42569,51597,135.0,2
1078400,Honda Jazz 1.3A,1108,73800,10170,51188,578,21836,25000,1318,1052,Hatchback,2019-03-12,2029-03-11,2544,Auto,15882,5882,73.0,1
926833,Bentley Mulsanne S 6.75A,3800,439000,50000,47500,9079,35739,40714,6752,2585,Luxury Sedan,2011-10-28,2030-12-31,3204,Auto,377727,377727,377.0,5
1072680,Toyota Vellfire 2.5A Sunroof,1809,129800,20210,50000,1792,68955,54000,2494,2065,MPV,2017-04-10,2027-04-09,1842,Auto,45431,55604,134.0,2
1080424,Porsche Boxster 2.7A Tip,5584,143800,30660,99973,3027,26291,56053,2687,1440,Sports Car,2006-12-09,2026-11-30,1712,Auto,73383,80722,180.0,5
1082013,Hyundai Elantra 1.6A GLS S,1559,65000,10300,83500,738,33252,42339,1591,1345,Mid-Sized Sedan,2017-12-16,2027-12-15,2092,Auto,11981,11981,93.8,1
1064859,Mercedes-Benz B-Class B180,2823,41800,14650,126000,740,23870,60002,1595,1425,Hatchback,2014-07-01,2024-06-30,829,Auto,25050,17070,90.0,2
1076349,BMW 2 Series 218i Active Tourer,1430,102800,14080,70000,684,48388,37330,1499,1360,Hatchback,2018-04-24,2028-04-23,2222,Auto,30155,34217,100.0,2
1029983,Audi A6 Avant 2.0A TFSI MU,3706,114800,12840,102800,1313,40753,45586,1984,1630,Stationwagon,2012-01-30,2031-02-28,3263,Auto,48190,48190,132.0,5
1075746,Hyundai Avante 1.6A GLS,877,77000,9280,42000,738,33838,31759,1591,1345,Mid-Sized Sedan,2019-10-29,2029-10-28,2775,Auto,12923,12923,93.8,1
1030914,Subaru Legacy 2.5i-S Sunroof,2008,63800,11950,74112,1798,39687,57002,2498,1604,Luxury Sedan,2016-09-23,2029-10-28,2775,Auto,20028,20040,129.0,1
1070812,Toyota Corolla Altis 1.6A Elegance,1563,76800,11470,61776,742,43542,46791,1598,1230,Mid-Sized Sedan,2017-12-12,2027-12-11,2088,Auto,21690,22366,96.0,2
1065030,Mercedes-Benz GLC-Class GLC43 AMG 4MATIC,469,313800,30340,12171,2382,109819,41101,2996,1875,SUV,2020-12-10,2030-12-09,3182,Auto,70361,98650,287.0,1
1069967,Subaru Impreza 4D 1.5A R,4681,15800,7240,168348,889,6089,13943,1498,1325,Mid-Sized Sedan,2009-05-30,2024-05-29,797,Auto,16394,16394,79.0,4
1077657,Mercedes-Benz GLB-Class GLB200 Progressive,412,195800,19610,12000,586,63738,39500,1332,1555,SUV,2021-02-05,2031-02-04,3239,Auto,36865,43611,120.0,1
1067686,Hyundai i30 1.4A T-GDi DCT Turbo,771,93800,10760,27358,600,37024,30010,1353,1240,Hatchback,2020-02-12,2030-02-11,2881,Auto,17782,17782,95.6,1
1068660,Mercedes-Benz C-Class C180 Avantgarde,2121,91888,17540,159081,740,46652,50089,1595,1425,Luxury Sedan,2016-06-02,2026-06-01,1530,Auto,35465,36651,115.0,2
1068061,Mercedes-Benz CLA-Class CLA180 AMG Line,1177,126888,16420,56780,740,40658,25556,1595,1480,Luxury Sedan,2019-01-02,2029-01-01,2475,Auto,27932,31105,90.0,2
1075390,Honda Fit 1.3A G,4426,24800,8600,215230,767,9522,16519,1339,1010,Hatchback,2010-02-09,2025-02-08,1052,Auto,13856,13856,73.0,4
1040262,Maserati GranCabrio 4.7A,3751,232800,24220,16000,5533,58229,60586,4691,1980,Sports Car,2011-12-16,2031-10-31,3508,Auto,114252,114252,323.0,4
1080469,Mercedes-Benz M-Class ML63 AMG 4MATIC,3216,234900,147370,113000,6236,76259,92901,5461,2345,SUV,2013-06-03,2023-06-02,435,Auto,118523,118523,386.0,3
1075889,Audi A6 2.0A TFSI MU,2736,61777,15420,150000,1194,45975,74403,1984,1565,Luxury Sedan,2014-09-26,2024-09-25,916,Auto,42251,46152,132.0,4
1053254,Porsche Panamera 3.0A PDK,1368,360800,42320,64000,2380,173354,47002,2995,1815,Sports Car,2018-06-25,2028-06-24,2284,Auto,122179,191923,243.0,1
1062470,Infiniti QX80 5.6A,2137,135800,21420,74100,6378,86894,51010,5552,2815,SUV,2016-05-17,2026-05-16,1514,Auto,67726,93907,298.0,2
1055768,BMW 2 Series 218i Gran Coupe M-Sport,114,194800,17920,40,684,96089,88000,1499,1375,Luxury Sedan,2021-11-30,2031-11-29,3537,Auto,35919,42287,100.0,1
1059363,BMW 5 Series 523i,3921,88000,9570,106000,1976,45698,49716,2497,1650,Luxury Sedan,2011-06-29,2031-05-31,3355,Auto,46758,46758,150.0,4
1047517,Hyundai Avante 1.6A Elite Sunroof,308,105000,11090,25000,742,46869,45600,1598,1280,Mid-Sized Sedan,2021-05-20,2031-05-19,3343,Auto,21290,6806,90.2,1
1078248,BMW Z4 sDrive23i,4285,97800,11820,127000,2155,27765,33568,2497,1430,Sports Car,2010-06-30,2030-06-29,3019,Auto,41092,41092,150.0,2
1079104,Bentley Mulsanne S 6.75A,3865,483000,51260,36333,9079,54935,58306,6752,2585,Luxury Sedan,2011-08-24,2031-08-23,3439,Auto,376075,376075,377.0,1
1079804,BMW Z4 sDrive35i,4333,125800,15460,162000,2834,27323,33568,2979,1525,Sports Car,2010-05-13,2030-05-12,2971,Auto,55061,55061,225.0,6
1074521,Hyundai Avante 1.6A Elite Sunroof,310,124800,13260,23000,742,50641,49640,1598,1280,Mid-Sized Sedan,2021-05-18,2031-05-17,3341,Auto,21384,6938,90.2,1
1054597,Mercedes-Benz C-Class C180 Avantgarde,2696,67000,20210,89000,740,35659,71990,1595,1425,Luxury Sedan,2014-11-05,2024-11-04,956,Auto,32861,28006,115.0,3
1080004,Volvo S60 T4 R-Design,3716,86800,8950,110000,816,46299,47765,1596,1534,Luxury Sedan,2012-01-20,2031-11-30,3538,Auto,39521,39521,132.0,4
1032958,BMW M Series M5,1273,388888,46020,65000,4568,154154,31801,4395,1855,Sports Car,2018-09-28,2028-09-27,2379,Auto,114394,177910,441.0,1
1053633,Mercedes-Benz A-Class Saloon A180 Progressive,458,151800,15270,21669,586,62976,40714,1332,1380,Luxury Sedan,2020-12-21,2030-12-20,3193,Auto,31771,36480,96.0,1
1082757,Audi S5 Cabriolet 3.0A TFSI Quattro,4293,133000,16120,103000,2856,27691,33568,2995,1875,Sports Car,2010-06-22,2030-06-21,3011,Auto,66142,66142,245.0,3
1054191,Toyota Alphard 2.5A S C-Package Moonroof,120,247888,22240,188,1792,103447,72756,2493,2030,MPV,2021-11-24,2031-11-23,3531,Auto,51825,65285,134.0,1
1066776,Mercedes-Benz E-Class E250 AMG Line Sunroof,3115,62998,22200,98110,1202,44755,77100,1991,1680,Luxury Sedan,2013-09-12,2023-09-11,536,Auto,52104,60788,155.0,2
1038137,MINI Cooper S Clubman 1.6A,5118,188188,31410,128996,1039,23521,39274,1598,1230,Sports Car,2008-03-19,2028-03-18,2186,Auto,38955,38955,128.0,6
1065522,Mercedes-Benz CLA-Class CLA45 AMG 4MATIC+,2856,116228,38190,75000,1202,54658,70002,1991,1585,Sports Car,2014-05-29,2024-05-28,796,Auto,52029,65653,265.0,3
1081885,Toyota Sienta 1.5A G,2003,59800,11790,72204,682,31019,48273,1496,1320,MPV,2016-09-28,2026-09-27,1648,Auto,22269,13177,80.0,1
1063567,Honda Accord 1.5A VTEC Turbo Sunroof,917,139800,15460,45000,684,64814,38602,1498,1481,Luxury Sedan,2019-09-19,2029-09-18,2735,Auto,39894,47852,148.0,1
1055607,Renault Kadjar 1.2A TCe,1617,78800,12720,85000,508,35185,41761,1197,1373,SUV,2017-10-19,2027-10-18,2034,Auto,20631,15884,96.0,2
1081618,Toyota Vellfire 2.4A Z Moonroof,2815,59900,17000,93000,1638,40101,65501,2362,1920,MPV,2014-07-09,2024-07-08,837,Auto,35607,41850,125.0,2
1049663,Audi A3 Sedan 1.0A TFSI S-tronic,1853,71800,12910,99000,392,35840,49430,999,1280,Luxury Sedan,2017-02-25,2027-02-24,1798,Auto,24582,16415,85.0,2
1067083,Lexus ES250 Luxury Sunroof,1198,156800,18950,48651,1784,65092,31301,2487,1620,Luxury Sedan,2018-12-12,2028-12-11,2454,Auto,47664,58730,152.0,3
1080115,BMW Z4 sDrive M40i,966,255800,28570,11000,2384,97328,39406,2998,1535,Sports Car,2019-08-01,2029-07-31,2686,Auto,66170,91106,250.0,1
1064751,BMW 5 Series 520i,2217,88800,16750,96000,1210,48314,46970,1997,1615,Luxury Sedan,2016-02-27,2026-02-26,1435,Auto,38514,45920,135.0,2
1082074,BMW M Series M8 Gran Coupe,584,555800,50170,12027,4568,230740,35001,4395,1980,Sports Car,2020-08-17,2030-08-16,3067,Auto,164709,268477,460.0,3
1077132,BMW 7 Series 740Li Sunroof,4132,96000,11050,139000,2834,34774,40014,2979,1895,Luxury Sedan,2010-11-30,2030-11-29,3172,Auto,81703,81703,240.0,4
1050455,Ferrari 488 Pista,1086,1500000,168910,3400,3796,492323,34509,3902,1455,Sports Car,2019-04-03,2029-04-02,2566,Auto,362268,624083,530.0,3
1072003,Toyota Camry 2.0A,4074,70888,8080,180000,1452,35739,40714,1998,1530,Luxury Sedan,2011-01-27,2030-12-31,3204,Auto,26382,26382,108.0,3
1077058,Mercedes-Benz E-Class E250 CGI Coupe,4160,98737,11930,137000,1169,27774,33568,1796,1575,Sports Car,2010-11-02,2030-06-30,3020,Auto,60678,60678,150.0,5
1082808,Honda Fit 1.3A G F-Package,945,74800,9690,32000,578,24234,26667,1317,1030,Hatchback,2019-08-22,2029-08-21,2707,Auto,15942,5942,73.0,1
1077495,Ford Focus HB 1.6A Trend,2466,38800,10480,54880,742,27635,66000,1596,1408,Hatchback,2015-06-23,2025-06-22,1186,Auto,14522,9522,92.0,2
1079251,Nissan Qashqai 1.2A DIG-T Premium,2522,44800,12960,54000,508,23806,57199,1197,1285,SUV,2015-04-28,2025-04-27,1130,Auto,19382,9382,85.0,1
1070341,Audi A4 1.4A TFSI S-tronic,1886,88800,15560,110000,624,44505,52807,1395,1450,Luxury Sedan,2017-01-23,2027-01-22,1765,Auto,32214,27100,110.0,2
1050409,Honda Civic Type R 2.0M,4903,108800,16530,180000,1694,21233,32279,1998,1270,Sports Car,2008-10-20,2028-10-19,2401,Manual,27174,25488,165.0,4
1080066,Lexus ES250 Executive Sunroof,614,180000,18740,18200,1784,65994,35889,2487,1620,Luxury Sedan,2020-07-18,2030-07-17,3037,Auto,40126,48177,152.0,1
1054846,Rolls-Royce Phantom,1106,1850000,201720,10500,8250,686030,32909,6749,2610,Mid-Sized Sedan,2019-03-14,2029-03-13,2546,Auto,507092,884766,420.0,2
1054601,MINI Cooper S Cabriolet 2.0A,623,179800,19000,11000,1210,63090,35889,1998,1315,Sports Car,2020-07-09,2030-07-08,3028,Auto,37444,44422,141.0,1
1048885,Mercedes-Benz C-Class C200K,5291,57800,10480,115000,1461,27771,50355,1796,1490,Luxury Sedan,2007-09-28,2027-09-27,2013,Auto,42818,47100,135.0,5
1054214,Suzuki Lapin SS,4881,88888,13390,167000,456,19696,29670,658,800,Mid-Sized Sedan,2008-11-11,2028-11-10,2423,Manual,11694,10175,47.0,2
1081115,Toyota Corolla Altis 1.6A,4817,52900,7760,137250,1039,17748,26047,1598,1195,Mid-Sized Sedan,2009-01-14,2029-01-13,2487,Auto,16167,16167,80.0,5
1074117,Mercedes-Benz G-Class G63 AMG 4MATIC,517,648800,62070,23000,3922,208939,40990,3982,2560,SUV,2020-10-23,2030-10-22,3134,Auto,144255,231659,430.0,2
1083160,Honda Jazz 1.3A,808,79800,9850,30990,578,30344,33009,1318,1052,Hatchback,2020-01-06,2030-01-05,2844,Auto,16165,6165,73.0,1
1080909,Honda Civic 1.6A VTi,1011,91800,11300,56500,742,39055,33199,1597,1237,Mid-Sized Sedan,2019-06-17,2029-06-16,2641,Auto,20031,20044,92.0,1
1071312,Honda Stream 1.8A X,4749,58188,8310,140000,1271,23113,33018,1799,1350,MPV,2009-03-23,2029-03-22,2555,Auto,20777,20777,103.0,6
1072853,Ferrari 458 Italia,4154,555888,64560,16000,5674,32908,38216,4497,1515,Sports Car,2010-11-08,2030-10-31,3143,Auto,336078,336078,416.0,2
1077347,Nissan X-Trail 2.0A 7-Seater Sunroof,335,141800,14080,10500,1210,68362,52309,1997,1626,SUV,2021-04-23,2031-04-22,3316,Auto,25561,27786,106.0,1
1056247,Mercedes-Benz S-Class S400L,2478,159800,26910,116000,2382,119361,75002,2996,1935,Luxury Sedan,2015-06-11,2025-06-10,1174,Auto,96954,146518,245.0,1
1050510,Toyota Vellfire 2.4A Z Golden Eyes II,2841,69800,19640,113912,1638,47605,73010,2362,1970,MPV,2014-06-13,2024-06-12,811,Auto,43075,52305,125.0,2
1048546,BMW 3 Series 318i Sport,457,172888,16900,8888,1210,73176,45510,1998,1490,Luxury Sedan,2020-12-22,2030-12-21,3194,Auto,41367,49914,115.0,1
1069372,BMW X1 sDrive18i xLine,52,177800,15630,30,684,100266,83911,1499,1435,SUV,2022-01-31,2032-01-30,3599,Auto,39508,47312,100.0,1
1056224,Audi A5 Sportback 2.0A TFSI,4006,93800,10890,165600,1313,32908,38216,1984,1525,Luxury Sedan,2011-04-05,2030-10-31,3143,Auto,40223,40223,132.0,5
1066700,Volkswagen Jetta 1.4A TSI,4206,30000,8710,132138,744,11077,16095,1390,1329,Mid-Sized Sedan,2010-09-17,2025-08-31,1256,Auto,20593,20593,90.0,4
1065869,Subaru Outback 2.5i-S Sunroof,2255,61988,13350,88900,1798,35196,54920,2498,1659,SUV,2016-01-20,2026-01-19,1397,Auto,21292,21809,129.0,2
1083015,Honda Jade 1.5A RS,1739,86888,13690,27512,682,49037,50110,1496,1514,MPV,2017-06-19,2027-06-18,1912,Auto,27417,30384,110.0,1
1066994,Lotus Exige S,3678,288888,30580,43000,974,55063,58306,1796,949,Mid-Sized Sedan,2012-02-27,2031-08-31,3447,Auto,68454,68454,162.5,4
986388,Kia Cerato K3 1.6A EX,2215,45800,9780,120096,738,26414,43000,1591,1295,Mid-Sized Sedan,2016-02-29,2026-02-28,1437,Auto,14593,14593,95.3,2
1059325,Audi A3 Sedan 1.4A TFSI S-tronic Attraction,2003,69688,13540,76700,624,34543,50000,1395,1310,Luxury Sedan,2016-09-28,2026-02-28,1437,Auto,25069,17097,92.0,2
1080547,Porsche Macan S 3.0A PDK Panoramic Roof,2536,175800,39920,85000,2382,90263,66751,2997,1940,SUV,2015-04-14,2025-04-13,1116,Auto,75259,107467,250.0,2
1082034,Mazda 6 2.0A Executive,2430,54800,13500,44099,1210,34401,65501,1998,1454,Luxury Sedan,2015-07-29,2025-07-28,1222,Auto,19187,19187,121.0,2
1041971,Peugeot 208 1.2A PureTech Active,1952,47888,9750,40575,508,28016,52668,1199,1090,Hatchback,2016-11-18,2026-11-17,1699,Auto,17194,5000,81.0,2
1079707,Toyota Vios 1.5A E,1191,78600,10640,46000,682,27567,25556,1496,1085,Mid-Sized Sedan,2018-12-19,2028-12-18,2461,Auto,13781,13781,79.0,1
1059790,Audi A7 Sportback 2.8A FSI Quattro,3969,116800,13440,120888,2332,34785,40014,2773,1730,Luxury Sedan,2011-05-12,2030-11-30,3173,Auto,62923,62923,150.0,4
1015193,Mercedes-Benz CLS-Class CLS350 Sunroof,1966,158777,22290,65000,3164,102623,53001,3498,1735,Luxury Sedan,2016-11-04,2026-11-03,1685,Auto,77583,111650,225.0,2
1017896,Ferrari F430 F1 Spider,3975,318888,34200,46000,4875,43090,47316,4308,1540,Sports Car,2011-05-06,2031-04-30,3324,Auto,192344,192344,360.3,6
1078402,Nissan Qashqai 1.2A DIG-T,1617,74800,12100,59188,508,34334,41761,1197,1325,SUV,2017-10-19,2031-04-30,3324,Auto,19750,14750,85.0,2
1057595,Renault Megane RS 2.0T 250,3653,113000,11560,110200,1210,72313,73954,1998,1387,Sports Car,2012-03-23,2031-12-31,3569,Manual,28670,28670,184.0,4
1080693,BMW 3 Series 318i Sport Shadow Edition,1589,117800,17730,54000,684,58912,57414,1499,1425,Luxury Sedan,2017-11-16,2027-11-15,2062,Auto,34502,35303,100.0,2
1081467,Nissan Qashqai 1.2A DIG-T,2491,45800,12970,85000,508,27407,67601,1197,1285,SUV,2015-05-29,2025-05-28,1161,Auto,19084,9084,85.0,1
