CarID,CarName,CarAge,Price,Depreciation,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Type of Vehicle,Reg Date,COE Expiry Date,COE Duration,Transmission,OMV,ARF,Power,No of Owners
1053245,Mercedes-Benz E-Class E300 Cabriolet AMG Line,1402,223800,28990,27000,1202,90659,38389,1991,1780,Sports Car,2018-05-22,2028-12-31,2474,Auto,65677,90219,180.0,2
1077888,Honda Jazz 1.3A,1487,60800,9810,34000,578,31659,46791,1318,1052,Hatchback,2018-02-26,2028-12-31,2474,Auto,15224,5224,73.0,1
1082954,BMW 2 Series 220i Coupe Sunroof,2185,103800,21050,45000,1210,42462,38610,1997,1365,Sports Car,2016-03-30,2028-12-31,2474,Auto,33219,38507,135.0,2
1078645,Honda Fit 1.3A G F-Package,475,84800,9420,6700,578,37690,38504,1317,1030,Hatchback,2020-12-04,2028-12-31,2474,Auto,15582,5582,73.0,1
1052960,Volkswagen Touran 1.4A TSI Comfortline Sunroof,574,120800,12640,15000,624,54052,38802,1395,1288,MPV,2020-08-27,2030-08-26,3077,Auto,26039,28455,110.0,1
1078634,Toyota Corolla Altis 1.6A Classic,1975,58500,10910,75842,742,35411,51507,1598,1205,Mid-Sized Sedan,2016-10-26,2030-08-26,3077,Auto,16800,16800,90.0,3
1052069,Mazda 3 1.5A Sunroof,1882,53800,9980,78703,682,30798,48000,1496,1310,Mid-Sized Sedan,2017-01-27,2030-08-26,3077,Auto,15764,10764,88.0,3
1068805,Audi RS Q3 Sportback 2.5A TFSI Quattro S-tronic,335,320000,31280,6282,1776,109357,61190,2480,1775,Sports Car,2021-04-23,2030-08-26,3077,Auto,55382,71688,294.0,1
1080378,Toyota ISIS 1.8A LX,4606,66588,9010,165500,1264,29520,39936,1794,1400,MPV,2009-08-13,2029-08-12,2698,Auto,23828,23828,97.0,3
1082536,Porsche Cayenne S 4.8A Tip,3247,108700,48300,121000,5210,71048,92901,4806,2065,SUV,2013-05-03,2023-05-02,404,Auto,110483,110483,294.0,4
1020890,Audi A5 Coupe 2.0A TFSI Quattro,2249,89800,16960,56000,1194,51261,50089,1984,1550,Sports Car,2016-01-26,2023-05-02,404,Auto,40887,49242,155.0,2
1066747,Mercedes-Benz A-Class A180,2366,74000,18420,100000,740,31452,55889,1595,1395,Hatchback,2015-10-01,2023-05-02,404,Auto,22209,18093,90.0,3
1080196,Mitsubishi Lancer EX 1.6A,2288,48500,11380,102000,738,28452,55399,1590,1289,Mid-Sized Sedan,2015-12-18,2023-05-02,404,Auto,11923,11923,86.0,1
1075538,Audi RS 6 Avant 5.0A FSI Quattro,4558,195888,26040,127222,7150,28544,37941,4991,2025,Stationwagon,2009-09-30,2029-09-29,2746,Auto,140910,140910,426.0,4
1055850,Honda Civic Mugen RR,4754,249888,35990,19000,1573,22161,31933,1998,1270,Sports Car,2009-03-18,2029-02-28,2533,Manual,38130,38130,177.0,6
1066267,Land Rover Range Rover Evoque 2.0A 5DR,3768,125888,13220,97415,1333,55369,58124,1999,1720,SUV,2011-11-29,2031-09-30,3477,Auto,53086,53086,177.0,3
1060244,Toyota Wish 2.0A,4405,67800,8540,126698,1438,28129,35416,1987,1380,MPV,2010-03-02,2030-03-01,2899,Auto,22003,22003,106.0,3
1042293,Mercedes-Benz SL-Class SL350,4335,105800,14700,87000,3797,28453,39563,3498,1825,Sports Car,2010-05-11,2029-05-31,2625,Auto,53780,53780,232.0,3
1078611,Mazda 6 2.0A,2262,57888,12490,72992,1210,36239,59889,1998,1454,Luxury Sedan,2016-01-13,2029-05-31,2625,Auto,20475,20665,121.0,2
1070725,BMW 5 Series 530i Luxury,1275,177500,21790,70000,1210,74424,32311,1998,1540,Luxury Sedan,2018-09-26,2029-05-31,2625,Auto,55102,71184,185.0,1
1056363,Mercedes-Benz CLA-Class CLA180 AMG Line Premium Plus,899,158800,17770,28000,586,66259,40002,1332,1410,Luxury Sedan,2019-10-07,2029-05-31,2625,Auto,41104,49546,100.0,2
1080000,Kia Stinger 2.0A GT Line Sunroof,1340,138800,18930,44000,1210,47997,31000,1998,1642,Luxury Sedan,2018-07-23,2029-05-31,2625,Auto,32725,37815,182.0,2
1000451,BMW M Series M3 Coupe,4629,128800,18340,135000,5132,23194,33018,3999,1580,Sports Car,2009-07-21,2029-03-31,2564,Auto,106509,106509,308.0,5
1052625,MINI Cooper S 1.6A,4843,64801,9610,150001,1039,18590,27571,1598,1155,Sports Car,2008-12-19,2028-12-18,2461,Auto,35297,35297,128.0,6
1067018,Honda Civic 1.8A,4648,64800,9110,134000,1271,25166,35411,1799,1219,Mid-Sized Sedan,2009-07-02,2029-04-30,2594,Auto,26481,26481,103.0,3
1025279,Mazda CX-5 2.0A,2402,60800,14150,92786,1210,37320,62140,1998,1528,SUV,2015-08-26,2029-04-30,2594,Auto,23339,24675,121.0,4
1026640,Honda Airwave 1.5A M,5267,6500,11240,158000,1023,2461,21282,1496,1160,Stationwagon,2007-10-22,2022-10-21,211,Auto,14743,16218,81.0,2
1082769,Maserati Quattroporte Sport GT 4.2A,3975,149888,16910,50008,4765,37830,42683,4244,1990,Luxury Sedan,2011-05-06,2031-01-31,3235,Auto,99767,99767,295.0,3
1079107,Bentley Continental GT 4.0A V8 S,2743,376000,88670,28977,3940,204144,71990,3993,2295,Sports Car,2014-09-19,2031-01-31,3235,Auto,187977,310359,388.0,3
1067845,Kia Cerato 1.6A EX,1242,74800,10280,82000,738,28870,28000,1591,1287,Mid-Sized Sedan,2018-10-29,2031-01-31,3235,Auto,13843,13843,93.8,1
1058920,Toyota Corolla Altis 1.6A Standard,120,111800,10570,38,742,66327,53709,1598,1315,Mid-Sized Sedan,2021-11-24,2031-01-31,3235,Auto,19159,19159,96.0,1
1072371,BMW M Series M140i 5DR,1791,138800,23050,43218,2384,59519,54000,2998,1475,Hatchback,2017-04-28,2031-01-31,3235,Auto,36191,42668,250.0,2
1077737,Volkswagen Golf 1.4A TSI EQP Sunroof,1925,69800,13140,58000,624,33449,48000,1395,1249,Hatchback,2016-12-15,2031-01-31,3235,Auto,23827,15358,92.0,2
1083041,Mitsubishi Outlander 2.4A Sunroof,2521,51888,13870,40000,1636,35734,78001,2360,1520,SUV,2015-04-29,2031-01-31,3235,Auto,17792,17792,123.0,1
1079042,BMW 4 Series 420i Gran Coupe Sport,2092,111800,21530,88000,1210,48787,49156,1998,1540,Luxury Sedan,2016-07-01,2031-01-31,3235,Auto,37644,39702,135.0,1
1082399,Mazda 3 1.5A Sunroof,1744,61800,10860,75000,682,32869,48401,1496,1310,Mid-Sized Sedan,2017-06-14,2031-01-31,3235,Auto,15108,10108,88.0,2
1068582,Kia Cerato Forte 1.6A EX,4391,25688,8630,141255,886,9890,16604,1591,1251,Mid-Sized Sedan,2010-03-16,2025-03-15,1087,Auto,11019,11019,92.7,3
1032599,Toyota Estima 2.4A Aeras Premium Moonroof,3464,111900,11640,64400,1638,58229,60586,2362,1790,MPV,2012-09-28,2025-03-15,1087,Auto,40403,40403,125.0,1
1083102,Volkswagen Jetta GP 1.4A TSI,2185,51888,10710,99440,620,30685,45504,1390,1417,Mid-Sized Sedan,2016-03-30,2025-03-15,1087,Auto,17727,17727,90.0,2
1082063,Opel Astra Sports Tourer 1.0A,2016,51800,11010,107200,392,27241,53000,999,1203,Stationwagon,2016-09-15,2025-03-15,1087,Auto,19741,5000,77.0,2
1053705,Toyota Corolla Altis 1.6A Elegance,3775,71800,7470,139000,816,44674,46482,1598,1195,Mid-Sized Sedan,2011-11-22,2031-10-31,3508,Auto,14432,14432,90.0,1
1064972,Honda CR-V 2.4A Sunroof,4845,53800,8690,151140,2279,23970,38712,2354,1605,SUV,2008-12-17,2028-05-31,2260,Auto,28255,28255,125.0,1
1079750,Honda Crossroad 1.8A L,4558,73800,10030,145000,1271,31559,42885,1799,1410,SUV,2009-09-30,2029-07-31,2686,Auto,22345,22345,103.0,3
1052120,Nissan Sylphy 1.6A Premium,1031,76888,9540,22000,742,31923,27000,1598,1205,Mid-Sized Sedan,2019-05-28,2029-07-31,2686,Auto,16713,16713,85.0,1
1075960,Honda Jazz 1.3A,1231,68888,9960,49000,578,24304,30209,1318,1052,Hatchback,2018-11-09,2029-07-31,2686,Auto,15689,5689,73.0,1
1076610,Toyota Estima 2.4A Aeras 8-Seater,4927,61888,9500,146000,2293,21736,33377,2362,1710,MPV,2008-09-26,2029-07-31,2686,Auto,27643,27643,125.0,4
1078511,Daihatsu Terios 1.5A,4836,16800,9570,135000,955,4842,13786,1495,1210,SUV,2008-12-26,2023-12-25,641,Auto,20372,20372,77.0,4
1074948,Hyundai Elantra 1.6A GLS,2869,34800,13640,59558,738,19520,60002,1591,1292,Mid-Sized Sedan,2014-05-16,2024-05-15,783,Auto,11081,11081,97.0,1
1079811,Mercedes-Benz S-Class S320L,2017,182200,25740,73500,2382,119028,56500,2996,1940,Luxury Sedan,2016-09-14,2024-05-15,783,Auto,89948,133907,200.0,4
1054688,Mercedes-Benz B-Class B180,4235,71800,8540,93000,1032,27675,32914,1699,1285,Hatchback,2010-08-19,2024-05-15,783,Auto,28308,28308,85.0,3
1059985,Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus 7-Seater,87,247800,22610,88,586,119615,80989,1332,1610,SUV,2021-12-27,2024-05-15,783,Auto,44318,54046,120.0,1
1062957,Volkswagen Golf Sport 1.4A TSI Sunroof,3230,30777,18990,126000,624,16963,62497,1395,1288,Hatchback,2013-05-20,2024-05-15,783,Auto,29096,17735,103.0,2
1069951,Porsche Cayenne 3.6A Tip,2285,188800,33990,138378,3322,102427,60001,3598,2115,SUV,2015-12-21,2024-05-15,783,Auto,83893,123008,220.0,2
1071677,Mercedes-Benz E-Class E200 CGI Cabriolet,4164,96800,12860,140100,1169,28555,37941,1796,1685,Sports Car,2010-10-29,2029-09-30,2747,Auto,58555,58555,135.0,2
1078477,Subaru XV 2.0i-S EyeSight,1069,78800,10190,37500,408,28492,26102,1995,1489,SUV,2019-04-20,2029-04-19,2583,Auto,13360,13360,115.0,1
1040031,Toyota Avanza 1.5A,2582,39888,10790,90000,682,28094,62000,1495,1105,MPV,2015-02-27,2029-04-19,2583,Auto,16531,16531,74.0,2
1075972,Nissan Elgrand 2.5A Highway Star,1924,88988,14480,66000,1786,50548,46229,2488,1975,MPV,2016-12-16,2029-04-19,2583,Auto,34974,40964,125.0,2
1076746,BMW 2 Series 216i Gran Tourer Luxury,574,133800,13430,25000,684,60974,35710,1499,1490,MPV,2020-08-27,2029-04-19,2583,Auto,35114,41160,80.0,1
1081377,Honda Civic 1.8A VTi-S,4880,59800,9000,160000,1369,21332,32121,1799,1219,Mid-Sized Sedan,2008-11-12,2028-11-11,2424,Auto,23035,23035,103.0,1
963760,Mercedes-Benz GLA-Class GLA200 Sport,423,210988,21880,11,586,69577,49001,1332,1485,SUV,2021-01-25,2028-11-11,2424,Auto,30706,34989,120.0,1
1044856,Suzuki SX4 HB 1.6A,4879,15838,9670,127000,1030,4861,14835,1586,1220,Hatchback,2008-11-13,2023-11-12,598,Auto,15112,15112,75.0,2
1079599,BMW 2 Series Gran Tourer 218i Sport,24,164800,14390,35,684,101364,87000,1499,1505,MPV,2022-02-28,2023-11-12,598,Auto,36862,43607,100.0,1
1052342,Audi Q3 Sportback 1.4A TFSI S-tronic,269,190888,18790,16200,624,77079,56032,1395,1545,SUV,2021-06-28,2023-11-12,598,Auto,29677,33548,110.0,1
1046111,BMW 2 Series 230i Coupe M-Sport,1519,140888,19830,55000,1210,62467,42661,1998,1430,Sports Car,2018-01-25,2023-11-12,598,Auto,41475,50065,185.0,2
1065504,Mercedes-Benz S-Class S320L,2060,180000,25910,73000,2382,118195,56000,2996,1940,Luxury Sedan,2016-08-02,2023-11-12,598,Auto,89988,133979,200.0,2
1081495,Hyundai i30 1.6A,4713,19000,9070,138000,959,5486,13088,1591,1314,Hatchback,2009-04-28,2024-04-27,765,Auto,14168,14168,89.7,4
1075542,Mercedes-Benz A-Class A250 AMG Line,1029,151800,17990,48400,1202,59213,36667,1991,1455,Hatchback,2019-05-30,2024-04-27,765,Auto,37901,45062,165.0,2
991289,Toyota Corolla Altis 1.6A Elegance,2144,57888,11640,80776,742,33241,47300,1598,1205,Mid-Sized Sedan,2016-05-10,2024-04-27,765,Auto,19589,19589,90.0,3
1078415,Honda Jazz 1.5A RS,1919,57800,10920,78000,684,31175,48000,1498,1046,Hatchback,2016-12-21,2024-04-27,765,Auto,16997,11997,96.0,1
1048756,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,133,236988,22090,652,586,113304,80210,1332,1555,SUV,2021-11-11,2031-11-10,3518,Auto,39995,47993,120.0,1
1051028,Nissan Skyline 370GT,4640,77800,10820,118000,4516,28453,39563,3696,1640,Sports Car,2009-07-10,2029-05-31,2625,Auto,40626,40626,245.0,4
1083134,Hyundai Avante 1.6A GLS,972,79088,9910,71031,738,29053,26667,1591,1345,Mid-Sized Sedan,2019-07-26,2029-05-31,2625,Auto,12631,12631,93.8,1
1074022,BMW X1 sDrive18i,1987,91800,16820,74300,684,45340,53001,1499,1430,SUV,2016-10-14,2029-05-31,2625,Auto,30895,30253,100.0,2
1081815,Mercedes-Benz E-Class E200 Avantgarde,1191,179800,21350,51488,1202,74877,31302,1991,1605,Luxury Sedan,2018-12-19,2029-05-31,2625,Auto,55386,71695,135.0,2
1028700,BMW M Series M235i Coupe,2619,99888,26500,132099,2362,51031,75200,2979,1470,Sports Car,2015-01-21,2029-05-31,2625,Auto,41157,49620,240.0,4
1050544,Mercedes-Benz G-Class G63 AMG 4MATIC,122,820888,72200,500,3922,261446,80210,3982,2560,SUV,2021-11-22,2031-11-21,3529,Auto,151774,245194,430.0,1
1082688,Toyota Vios 1.5A E,4298,27800,8600,182800,821,10628,16438,1497,1095,Mid-Sized Sedan,2010-06-17,2025-06-16,1180,Auto,12331,12331,80.0,5
1072106,Citroen DS3 1.6A VTI,4241,27800,8200,128000,890,10909,16095,1598,1145,Hatchback,2010-08-13,2025-08-12,1237,Auto,18464,18464,88.0,4
1060550,BMW X1 sDrive18i xLine,239,178988,16630,4700,684,82258,61112,1499,1435,SUV,2021-07-28,2025-08-12,1237,Auto,39341,47078,100.0,1
1071817,MINI Cooper S 1.6A Sunroof,4028,75800,8890,125565,816,28255,33140,1598,1155,Sports Car,2011-03-14,2030-09-30,3112,Auto,29658,29658,135.0,5
1065033,Mercedes-Benz S-Class S320L,1921,205888,29140,90000,2382,121633,56410,2996,1940,Luxury Sedan,2016-12-19,2030-09-30,3112,Auto,90870,135566,200.0,2
1068334,Honda City 1.5A SV,2113,51800,10720,129500,684,28246,45000,1497,1096,Mid-Sized Sedan,2016-06-10,2030-09-30,3112,Auto,18264,13264,88.0,1
1072208,Honda Civic Type R 2.0M,5192,130888,23340,200000,1815,28294,50451,1998,1270,Sports Car,2008-01-05,2027-10-31,2047,Manual,27285,30014,165.0,6
1082906,Nissan X-Trail 2.0A 7-Seater Sunroof,1161,114888,14920,24284,1210,41532,32200,1997,1626,SUV,2019-01-18,2027-10-31,2047,Auto,24339,26075,106.0,1
1058975,Mercedes-Benz A-Class A45 AMG 4MATIC,1703,190000,29060,138000,1202,78916,49802,1991,1555,Sports Car,2017-07-25,2027-10-31,2047,Auto,54323,69782,280.0,1
1074585,Mercedes-Benz E-Class E200 Cabriolet AMG,2046,135000,23080,110000,1202,71578,56089,1991,1735,Sports Car,2016-08-16,2027-10-31,2047,Auto,52789,67021,135.0,3
1065798,Mercedes-Benz C-Class C180K Avantgarde,3691,87998,9000,123188,816,49448,50570,1597,1500,Luxury Sedan,2012-02-14,2031-12-31,3569,Auto,30052,30052,115.0,5
1081572,Kia Cerato Forte 1.6A SX,4684,18800,8640,145000,959,6066,13943,1591,1251,Mid-Sized Sedan,2009-05-27,2031-12-31,3569,Auto,14731,14731,92.7,4
1082126,Toyota Harrier 2.0A Premium Panoramic,2058,83988,15550,62000,1196,47848,57903,1986,1610,SUV,2016-08-04,2031-12-31,3569,Auto,32323,32253,111.0,2
1036908,BMW 3 Series 335i,4635,80800,12380,100000,3071,21782,33377,2979,1615,Luxury Sedan,2009-07-15,2028-09-30,2382,Auto,50548,50548,225.0,5
1077600,Subaru Forester 2.0XT Sunroof,1825,82800,14750,58000,1210,40177,53300,1998,1682,SUV,2017-03-25,2027-03-24,1826,Auto,18017,18017,177.0,1
1074921,Honda HR-V 1.5A LX,2318,54800,11710,94373,684,36602,57498,1497,1221,SUV,2015-11-18,2027-03-24,1826,Auto,22843,23981,88.0,1
1069213,Toyota Estima 2.4A Aeras Premium Moonroof,2821,54888,16280,60000,1638,36242,65301,2362,1790,MPV,2014-07-03,2024-07-02,831,Auto,31161,35626,125.0,3
1067807,Toyota Corolla Altis 1.6A Standard,238,107888,10500,3106,742,61022,49640,1598,1315,Mid-Sized Sedan,2021-07-29,2024-07-02,831,Auto,19473,19473,96.0,1
1068679,Skoda Kodiaq 2.0A TSI,1317,129800,17300,30000,1194,51713,36000,1984,1933,SUV,2018-08-15,2024-07-02,831,Auto,33031,38244,132.0,2
1061550,BMW 5 Series 535i,3789,123000,13880,100000,2598,37830,42683,2979,1775,Luxury Sedan,2011-11-08,2031-01-31,3235,Auto,59405,59405,225.0,3
1083108,Mercedes-Benz GLB-Class GLB180 Progressive,303,199800,19470,6000,586,77350,49640,1332,1550,SUV,2021-05-25,2031-01-31,3235,Auto,36016,42423,96.0,1
1076066,Nissan Sylphy 1.6A,1114,75800,9740,25330,742,30447,26301,1598,1205,Mid-Sized Sedan,2019-03-06,2029-03-05,2538,Auto,16212,16212,85.0,1
1036684,Mercedes-Benz A-Class A180 AMG Line,174,195988,18660,652,586,92352,68310,1332,1365,Hatchback,2021-10-01,2029-03-05,2538,Auto,31695,36373,100.0,1
1075178,Audi TT Coupe 2.0A TFSI S-tronic,4301,103800,12620,97000,1433,27618,33568,1984,1280,Sports Car,2010-06-14,2030-06-13,3003,Auto,52180,52180,147.0,3
1078366,Toyota Corolla Altis 1.6A,4185,55888,6620,218796,890,27181,32190,1598,1195,Mid-Sized Sedan,2010-10-08,2030-08-31,3082,Auto,16446,16446,90.0,2
1064662,Volkswagen Golf 1.4A TSI R-Line Sunroof,1885,76500,14040,59000,624,37574,52807,1395,1288,Hatchback,2017-01-24,2030-08-31,3082,Auto,25126,17177,110.0,2
1079889,Volkswagen Jetta 1.4A TSI Sportline Sunroof,2010,59939,10810,111900,620,39365,52301,1390,1417,Mid-Sized Sedan,2016-09-21,2030-08-31,3082,Auto,21889,22645,90.0,2
1068225,Volkswagen Golf 1.4A TSI Sunroof,1791,72800,12780,89909,624,37813,51600,1395,1249,Hatchback,2017-04-28,2030-08-31,3082,Auto,23827,15358,92.0,1
1069551,BMW 5 Series 530i Luxury,1617,150800,21350,80000,1210,74507,48005,1998,1540,Luxury Sedan,2017-10-19,2030-08-31,3082,Auto,50933,63680,185.0,1
1046460,Toyota Estima 2.4A Aeras Moonroof,3685,94800,9860,87576,1802,58229,60586,2362,1730,MPV,2012-02-20,2030-08-31,3082,Auto,40879,40879,125.0,1
1078647,Lexus UX200 Executive,756,148800,16160,31000,1198,56985,32889,1987,1485,SUV,2020-02-27,2030-08-31,3082,Auto,35133,41187,127.0,2
1081033,Toyota Harrier 2.0A Luxury,456,158800,15730,8800,1198,67665,45510,1987,1580,SUV,2020-12-23,2030-08-31,3082,Auto,35925,42295,127.0,1
1077241,Hyundai Elantra 1.6A GLS,1924,54800,10210,65215,738,31773,48000,1591,1345,Mid-Sized Sedan,2016-12-16,2030-08-31,3082,Auto,12946,12946,93.8,2
1079221,MINI Cooper S Cabriolet 1.6A,4259,89800,10760,80000,890,27426,32875,1598,1255,Sports Car,2010-07-26,2030-07-25,3045,Auto,30097,30097,135.0,5
1072786,Lamborghini Aventador LP700-4,3716,650000,67630,17000,8642,58229,60586,6498,1690,Sports Car,2012-01-20,2030-07-25,3045,Auto,374291,374291,515.0,4
1080158,Mercedes-Benz C-Class C180 Avantgarde,1863,108800,18220,83000,740,54896,56206,1595,1425,Luxury Sedan,2017-02-15,2030-07-25,3045,Auto,37206,39089,115.0,1
1082348,Mercedes-Benz GLA-Class GLA200 AMG Line Premium,1658,122800,19520,33700,740,51064,49000,1595,1435,SUV,2017-09-08,2027-09-07,1993,Auto,32436,32411,115.0,1
1069020,Mazda 2 HB 1.5A Deluxe,1662,62800,10840,24962,682,31108,46778,1496,1068,Hatchback,2017-09-04,2027-09-03,1989,Auto,17490,7490,85.0,1
1072522,Mercedes-Benz C-Class C180 Avantgarde,2030,99800,18470,87000,740,50216,57010,1595,1425,Luxury Sedan,2016-09-01,2027-09-03,1989,Auto,34691,35568,115.0,3
1075521,McLaren 720S Spider,945,1180000,131310,14000,3940,334429,36901,3994,1468,Sports Car,2019-08-22,2027-09-03,1989,Auto,244632,412338,530.0,1
1069179,Mercedes-Benz C-Class C200K,4843,60500,8970,147000,1364,21275,31553,1796,1490,Luxury Sedan,2008-12-19,2027-09-03,1989,Auto,43086,43086,135.0,3
1073398,Porsche Cayenne 3.6A Tip Sunroof,2263,237800,36940,100000,3322,147272,54920,3598,2115,SUV,2016-01-12,2027-09-03,1989,Auto,123566,194419,220.0,3
1025323,Honda Fit 1.3A G F-Package,430,86800,9550,120,578,39586,40609,1317,1030,Hatchback,2021-01-18,2027-09-03,1989,Auto,15239,5000,73.0,1
1070829,MINI John Cooper Works GP 2.0A,386,226888,22710,9000,1210,71965,47506,1998,1235,Sports Car,2021-03-03,2031-03-02,3265,Auto,39643,47501,225.0,2
1073670,Toyota Wish 1.8A,5015,12388,10440,220000,1361,4592,19356,1794,1310,MPV,2008-06-30,2023-05-31,433,Auto,18803,18803,97.0,3
948817,Honda Odyssey 2.4A Sunroof,4924,48800,7480,192000,2279,21764,33377,2354,1648,MPV,2008-09-29,2028-09-28,2380,Auto,28317,28317,118.0,3
1059938,MINI Cooper S Cabriolet 2.0A,423,202988,20390,14500,1210,69040,45510,1998,1315,Sports Car,2021-01-25,2028-09-28,2380,Auto,38049,45269,141.0,1
1081810,Honda Jazz 1.3A,1311,58800,8720,69000,78,9458,8000,1318,1052,Hatchback,2018-08-21,2028-09-28,2380,Auto,15769,5769,73.0,1
1076390,Nissan Note 1.2A,1287,62800,9310,18000,508,23324,30209,1198,1048,Hatchback,2018-09-14,2028-09-28,2380,Auto,13305,5000,58.0,1
1071010,Mercedes-Benz C-Class C160 Avantgarde,514,165800,16970,15000,684,62342,37766,1497,1505,Luxury Sedan,2020-10-26,2028-09-28,2380,Auto,34175,39845,95.0,1
1076150,Hyundai Avante 1.6A GLS,867,73680,8820,59000,738,30118,27000,1591,1345,Mid-Sized Sedan,2019-11-08,2029-11-07,2785,Auto,12689,12689,93.8,3
1082441,Mercedes-Benz E-Class E200 Avantgarde Sunroof,1589,137000,19390,83000,1202,73324,57000,1991,1605,Luxury Sedan,2017-11-16,2029-11-07,2785,Auto,48502,54903,135.0,2
1079479,Chevrolet Cruze 1.6A,2072,49800,9920,59812,742,32290,52301,1598,1413,Mid-Sized Sedan,2016-07-21,2029-11-07,2785,Auto,13807,13807,86.0,1
1068950,Mercedes-Benz SL-Class SL350,4409,125800,15860,85000,3797,30196,38071,3498,1825,Sports Car,2010-02-26,2029-11-07,2785,Auto,57477,57477,232.0,5
1076428,Kia Cerato K3 1.6A SX,2961,29500,12140,98000,738,20730,71564,1591,1295,Mid-Sized Sedan,2014-02-13,2024-02-12,690,Auto,18094,13094,95.3,1
1066100,Toyota Estima 2.4A Aeras,2486,66800,15800,75641,1638,46130,78001,2362,1740,MPV,2015-06-03,2024-02-12,690,Auto,29024,32634,125.0,3
1062052,Mercedes-Benz S-Class S350L,4138,99800,11510,110000,3797,34708,40014,3498,1850,Luxury Sedan,2010-11-24,2030-11-23,3166,Auto,102322,102322,200.0,5
1064899,Land Rover Range Rover 3.0A Vogue Supercharged Sunroof,1218,330000,35520,42000,2380,161284,32302,2995,2256,SUV,2018-11-22,2028-11-21,2434,Auto,119069,186325,250.0,1
1081954,Lamborghini Huracan Spyder LP610-4,1379,758000,94200,19089,5834,281057,38600,5204,1652,Sports Car,2018-06-14,2028-11-21,2434,Auto,206000,342800,449.0,1
1003357,BMW ALPINA B5 Bi-Turbo,549,388888,34120,17000,4568,180816,40790,4395,1970,Sports Car,2020-09-21,2028-11-21,2434,Auto,125504,197908,447.0,1
1078315,Toyota Corolla Altis 1.6A,4598,23800,9870,137000,965,7071,14664,1598,1195,Mid-Sized Sedan,2009-08-21,2024-08-20,880,Auto,17853,17853,80.0,3
1081811,Audi A5 Coupe 2.0A TFSI Quattro,3844,116800,12320,30000,1313,55098,58124,1984,1550,Sports Car,2011-09-14,2031-09-13,3460,Auto,49301,49301,155.0,1
1081473,Audi A4 1.8A TFSI MU,2977,41800,15290,110000,976,30488,89001,1798,1545,Luxury Sedan,2014-01-28,2024-01-27,674,Auto,32232,27125,125.0,2
1063453,Honda Shuttle 1.5A G Honda Sensing,498,92800,10130,15000,682,39017,35990,1496,1130,Stationwagon,2020-11-11,2024-01-27,674,Auto,20407,10570,95.0,1
1053754,Toyota Camry 2.0A,4201,65800,7790,164553,1452,27792,32914,1998,1530,Luxury Sedan,2010-09-22,2030-08-31,3082,Auto,26382,26382,108.0,5
1070400,Mercedes-Benz E-Class E250 CGI Coupe,4189,138888,16280,149387,1169,29786,34935,1796,1575,Sports Car,2010-10-04,2030-09-30,3112,Auto,59434,59434,150.0,3
1076627,BMW M Series M2 Coupe Competition,1002,299800,34650,11836,2362,107202,48000,2979,1575,Sports Car,2019-06-26,2030-09-30,3112,Auto,69150,96470,302.0,1
1064059,BMW X4 xDrive30i M-Sport,1154,208800,25080,50000,1210,77737,32200,1998,1720,SUV,2019-01-25,2030-09-30,3112,Auto,56815,74267,185.0,1
1070797,Hyundai Avante 1.6A GLS,940,79800,9890,43000,738,33223,31917,1591,1345,Mid-Sized Sedan,2019-08-27,2030-09-30,3112,Auto,12678,12678,93.8,2
1036396,Mercedes-Benz GLB-Class GLB200 Sport 7-Seater,409,191800,19450,65,586,68499,45012,1332,1555,SUV,2021-02-08,2030-09-30,3112,Auto,32875,38025,120.0,1
1054522,Ferrari 488 Spider,1716,920000,122910,8800,3796,428655,50110,3902,1565,Sports Car,2017-07-12,2030-09-30,3112,Auto,313400,536120,493.0,1
1073966,BMW 3 Series 320i,2946,46000,15480,144000,1210,32258,75300,1997,1420,Luxury Sedan,2014-02-28,2030-09-30,3112,Auto,35862,32207,135.0,2
1072596,Ford Mustang 2.3A Ecoboost,1491,193888,28310,46000,1520,66302,47390,2261,1692,Sports Car,2018-02-22,2030-09-30,3112,Auto,43350,52690,233.2,3
1079214,Toyota Harrier 2.0A Elegance,1676,95988,14790,61000,1196,50918,50101,1986,1580,SUV,2017-08-21,2030-09-30,3112,Auto,28476,31867,111.0,1
1073246,Hyundai Elantra 1.6A GLS,1451,56800,8580,37000,238,19512,19810,1591,1345,Mid-Sized Sedan,2018-04-03,2030-09-30,3112,Auto,10088,10088,93.8,1
1044150,Lexus LX570,2043,269000,40560,85947,6550,150748,55100,5662,2730,SUV,2016-08-19,2030-09-30,3112,Auto,115926,180667,277.0,3
1077721,Subaru Forester 2.0i-L Sunroof,1669,72800,12150,76000,1208,39413,53711,1995,1591,SUV,2017-08-28,2030-09-30,3112,Auto,13663,13663,110.0,1
1069007,Honda Accord 2.0A,4941,15800,10740,170000,1694,4902,16689,1998,1370,Luxury Sedan,2008-09-12,2023-09-11,536,Auto,19548,19548,114.0,2
1065664,Mercedes-Benz GLC-Class GLC200,952,174800,20140,33100,702,55497,22728,1991,1705,SUV,2019-08-15,2023-09-11,536,Auto,42557,51580,135.0,1
